epoch,total,L_data,L_phys,R_adv,R_diff,R_mass,R_wp,R_cont,R_nrg,lr
1,38.028820127248764,37.421991407871246,0.0,6.917696817746825e-05,0.015480131056392565,8.036764495500393e-05,0.0007944067489612886,0.0002207406974624367,0.012738893675608173,0.0004
2,31.001834449591115,30.714354793230694,0.0,6.911384463137438e-05,0.016729108205860637,8.185074208692338e-05,0.0006955121564449959,0.0005504192552810613,0.012720449290403243,0.0006
3,21.11367026699251,21.070110579331715,0.0,6.915869708260895e-05,0.01609989382995991,0.00011111523864807775,0.0006222254299548998,0.0011145925182063365,0.012774945131241111,0.0008
4,11.121141640168693,11.117867052555084,0.0,6.959594977236823e-05,0.016223949916214526,0.00012626739339793858,0.0005310890122700584,0.0021682009828509763,0.012943433411843822,0.001
5,4.4831713858732956,4.480943350742261,0.0,7.033353700573268e-05,0.019569898907017585,8.294675310101714e-05,0.00040975805681379523,0.00396433719045793,0.01318501601266083,0.001
6,1.9983300290383947,1.9968204752852519,0.0,7.071949970812359e-05,0.01911252398470727,6.695813690763923e-05,0.0003902328206682644,0.004796700738855482,0.013357835016904573,0.0009891830623632338
7,1.4035442257985171,1.4023851280411084,0.0,7.094190513612375e-05,0.019058442652749363,6.265025456286821e-05,0.0004254801926606433,0.00512517245078925,0.01344219765504325,0.0009572050015330874
8,1.1177988641027998,1.1168597315748532,0.0,7.101206477955202e-05,0.0189304370166307,6.168107963352061e-05,0.00043257584606711436,0.005244807995040901,0.013474432708183789,0.000905463412215599
9,0.9818565847514643,0.9810479544103146,0.0,7.102726400868657e-05,0.01908749871411904,6.079204941518886e-05,0.000436504786042254,0.0053222386438089115,0.013501743057531712,0.0008362196501476348
10,0.8640872023115662,0.8633819377670685,0.0,7.105684815655877e-05,0.01920042358203015,5.9383615242344e-05,0.0004480011033649589,0.0053634738190642866,0.013502775416175913,0.0007524999999999999
11,0.7771306392435994,0.7765229071180025,0.0,7.106301615067423e-05,0.019207569040493883,6.123875918243964e-05,0.00042406625220792193,0.005399217375573547,0.013517595327357412,0.000657963412215599
12,0.6957237906141623,0.6951636159792542,0.0,7.108074371823629e-05,0.019254931811398517,6.184774097543293e-05,0.00043460685812609273,0.005416473150641347,0.013519288946554298,0.0005567415893174885
13,0.6291968782006355,0.6286714483673373,0.0,7.108442322116086e-05,0.019276539981850267,6.187003009472392e-05,0.00043615041271512683,0.005419629977647371,0.013530448012412913,0.0004532584106825116
14,0.5799393381435038,0.579445549286902,0.0,7.109832066494921e-05,0.01923787714864981,6.310732940543555e-05,0.00044041607768955754,0.005424208958478023,0.013524890572928902,0.0003520365877844011
15,0.5359059354009806,0.5354407681152225,0.0,7.11019774731388e-05,0.019289918918123778,6.39048218242048e-05,0.00044563711878709,0.005446222804797192,0.013525294195157281,0.00025750000000000013
16,0.4948305323492453,0.49436101006964844,0.0,7.10913114877106e-05,0.019297818284636985,6.450219492156369e-05,0.00044103408463532406,0.005443524372822139,0.013532202877589347,0.00017378034985236535
17,0.4642387900031129,0.4637730326503515,0.0,7.110009298590587e-05,0.019362745704711415,6.502403662504246e-05,0.0004411740503087458,0.005459252264699899,0.0135286968403913,0.00010453658778440106
18,0.44449010018214113,0.44404435794179636,0.0,7.110068731227177e-05,0.01932328445157812,6.553780771885916e-05,0.0004425789243972152,0.005459386404254474,0.013534758722926199,5.279499846691252e-05
19,0.429387469081765,0.4289273906809588,0.0,7.109857503451167e-05,0.019338938111710984,6.583145953224327e-05,0.0004417015476292363,0.005460036896693055,0.013533399294828996,2.081693763676618e-05
20,0.4213522612799352,0.42091573247065145,0.0,7.109582595887787e-05,0.019342523638139635,6.594857950403821e-05,0.000440279856699514,0.00546507036172746,0.013534620975557724,1e-05
