epoch,source_csv,selected_checkpoint,selection_metric,selection_score,train_loss,track_km_6h,track_km_12h,track_km_24h,track_km_48h,track_km_72h,track_km_120h,crps_6h,crps_12h,crps_24h,crps_48h,crps_72h,crps_120h,cone_p50_6h,cone_p90_6h,cone_p50_12h,cone_p90_12h,cone_p50_24h,cone_p90_24h,cone_p50_48h,cone_p90_48h,cone_p50_72h,cone_p90_72h,cone_p50_120h,cone_p90_120h,linear_probe_acc,recon_mse,contrast_align
2,metrics/foundation/foundation_eval_metrics.csv,True,mean_track_err_km,1005.24854442106,23.597757,143.404,287.998,582.069,1125.259,1566.382,2326.379,0.664755,1.367405,3.072794,6.305497,8.949774,13.450706,0.6723,0.8319,0.4069,0.7013,0.0959,0.2968,0.0309,0.1082,0.0118,0.071,0.0084,0.042,0.875,0.203709,0.983909
