marker,cyclone_id,forecast_time,horizon_h,member_count,domain_cell_count,realized_event_cell_count,estimator,brier_score
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FINA,2025-11-25 00:00:00,6,51,171,0,Ensemble probability-weighted,0.0003350038559168651
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-05 18:00:00,6,50,90,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-05 18:00:00,6,50,90,0,P90 envelope,0.25555555555555554
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-05 18:00:00,6,50,90,0,Ensemble probability-weighted,9.777777777777778e-05
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 00:00:00,6,50,90,1,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 00:00:00,6,50,90,1,P90 envelope,0.23333333333333334
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 00:00:00,6,50,90,1,Ensemble probability-weighted,0.011222222222222222
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 06:00:00,6,51,100,1,Deterministic mean-track,0.01
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 06:00:00,6,51,100,1,P90 envelope,0.2
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 06:00:00,6,51,100,1,Ensemble probability-weighted,0.010126874279123413
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 12:00:00,6,51,110,0,Deterministic mean-track,0.00909090909090909
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 12:00:00,6,51,110,0,P90 envelope,0.16363636363636364
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 12:00:00,6,51,110,0,Ensemble probability-weighted,0.0001712628010205865
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 18:00:00,6,51,119,1,Deterministic mean-track,0.008403361344537815
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 18:00:00,6,51,119,1,P90 envelope,0.12605042016806722
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-06 18:00:00,6,51,119,1,Ensemble probability-weighted,0.007211188973859441
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 00:00:00,6,51,147,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 00:00:00,6,51,147,0,P90 envelope,0.10884353741496598
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 00:00:00,6,51,147,0,Ensemble probability-weighted,0.00010200158494770457
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 06:00:00,6,51,176,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 06:00:00,6,51,176,0,P90 envelope,0.07954545454545454
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 06:00:00,6,51,176,0,Ensemble probability-weighted,8.082555660410333e-05
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 12:00:00,6,51,204,0,Deterministic mean-track,0.0
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 12:00:00,6,51,204,0,P90 envelope,0.05392156862745098
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 12:00:00,6,51,204,0,Ensemble probability-weighted,0.000254427030327702
REAL_HUMANITARIAN_GEOSPATIAL_DATA,FUNG-WONG,2025-11-07 18:00:00,6,51,215,0,Deterministic mean-track,0.0
