marker,cyclone_id,forecast_time,horizon_h,member_count,estimator,predicted_vw_exposure,realized_vw_exposure,absolute_error
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 18:00:00,24,48,Ensemble probability-weighted,40966.30969096169,0.0,40966.30969096169
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 00:00:00,24,42,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 00:00:00,24,42,P90 envelope,1910343.8464982216,0.0,1910343.8464982216
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 00:00:00,24,42,Ensemble probability-weighted,109570.10666180105,0.0,109570.10666180105
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 06:00:00,24,35,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 06:00:00,24,35,P90 envelope,2530352.614505484,0.0,2530352.614505484
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 06:00:00,24,35,Ensemble probability-weighted,172453.89869243052,0.0,172453.89869243052
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 12:00:00,24,26,Deterministic mean-track,330447.2943488626,0.0,330447.2943488626
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 12:00:00,24,26,P90 envelope,2384876.026081622,0.0,2384876.026081622
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 12:00:00,24,26,Ensemble probability-weighted,120990.5528649237,0.0,120990.5528649237
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 18:00:00,24,8,Deterministic mean-track,0.0,330447.2943488626,330447.2943488626
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 18:00:00,24,8,P90 envelope,1482720.31205719,330447.2943488626,1152273.0177083276
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 18:00:00,24,8,Ensemble probability-weighted,77539.02692541564,330447.2943488626,252908.26742344696
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 00:00:00,24,7,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 00:00:00,24,7,P90 envelope,1014348.2165888698,0.0,1014348.2165888698
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 00:00:00,24,7,Ensemble probability-weighted,53732.79641776906,0.0,53732.79641776906
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 06:00:00,24,4,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 06:00:00,24,4,P90 envelope,202223.51025466563,0.0,202223.51025466563
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 06:00:00,24,4,Ensemble probability-weighted,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 12:00:00,24,3,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 12:00:00,24,3,P90 envelope,253660.20991611725,0.0,253660.20991611725
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 12:00:00,24,3,Ensemble probability-weighted,2322.7216583830796,0.0,2322.7216583830796
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 00:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 00:00:00,24,51,P90 envelope,1946647.8976692564,0.0,1946647.8976692564
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 00:00:00,24,51,Ensemble probability-weighted,24829.67079580848,0.0,24829.67079580848
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 06:00:00,24,51,Deterministic mean-track,122358.23223218536,0.0,122358.23223218536
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 06:00:00,24,51,P90 envelope,1740087.3288245848,0.0,1740087.3288245848
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 06:00:00,24,51,Ensemble probability-weighted,27258.881972193063,0.0,27258.881972193063
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 12:00:00,24,51,Deterministic mean-track,122358.23223218536,122358.23223218536,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 12:00:00,24,51,P90 envelope,1512817.3639364543,122358.23223218536,1390459.131704269
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 12:00:00,24,51,Ensemble probability-weighted,36139.345200714735,122358.23223218536,86218.88703147063
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 18:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 18:00:00,24,51,P90 envelope,1654689.393903889,0.0,1654689.393903889
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 18:00:00,24,51,Ensemble probability-weighted,28933.397443894373,0.0,28933.397443894373
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 00:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 00:00:00,24,51,P90 envelope,1836217.4748210546,0.0,1836217.4748210546
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 00:00:00,24,51,Ensemble probability-weighted,56064.78288371364,0.0,56064.78288371364
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 12:00:00,24,51,Deterministic mean-track,0.0,178129.33942204254,178129.33942204254
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 12:00:00,24,51,P90 envelope,1836217.4748210546,178129.33942204254,1658088.1353990121
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 12:00:00,24,51,Ensemble probability-weighted,69910.63004672111,178129.33942204254,108218.70937532143
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 18:00:00,24,51,Deterministic mean-track,262933.8289853147,0.0,262933.8289853147
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 18:00:00,24,51,P90 envelope,2069010.2811537583,0.0,2069010.2811537583
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 18:00:00,24,51,Ensemble probability-weighted,59561.69077779444,0.0,59561.69077779444
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 00:00:00,24,51,Deterministic mean-track,262933.8289853147,262933.8289853147,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 00:00:00,24,51,P90 envelope,2325760.3870529598,262933.8289853147,2062826.558067645
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 00:00:00,24,51,Ensemble probability-weighted,45695.73778599087,262933.8289853147,217238.09119932383
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 12:00:00,24,50,Deterministic mean-track,172028.25911083198,172028.25911083198,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 12:00:00,24,50,P90 envelope,2485306.7953675007,172028.25911083198,2313278.5362566686
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 12:00:00,24,50,Ensemble probability-weighted,59741.72780008878,172028.25911083198,112286.53131074319
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 18:00:00,24,51,Deterministic mean-track,172028.25911083198,0.0,172028.25911083198
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 18:00:00,24,51,P90 envelope,3257462.727951948,0.0,3257462.727951948
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 18:00:00,24,51,Ensemble probability-weighted,35035.25185036598,0.0,35035.25185036598
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 00:00:00,24,51,Deterministic mean-track,196594.21015662162,196594.21015662162,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 00:00:00,24,51,P90 envelope,2106406.34750791,196594.21015662162,1909812.1373512882
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 00:00:00,24,51,Ensemble probability-weighted,54414.02348534146,196594.21015662162,142180.18667128016
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 06:00:00,24,51,Deterministic mean-track,196594.21015662162,0.0,196594.21015662162
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 06:00:00,24,51,P90 envelope,2466719.8674077927,0.0,2466719.8674077927
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 06:00:00,24,51,Ensemble probability-weighted,43475.867393945846,0.0,43475.867393945846
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 12:00:00,24,51,Deterministic mean-track,0.0,186306.59146236372,186306.59146236372
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 12:00:00,24,51,P90 envelope,1896375.2868198715,186306.59146236372,1710068.6953575078
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 12:00:00,24,51,Ensemble probability-weighted,47318.42903336272,186306.59146236372,138988.162429001
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 18:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 18:00:00,24,51,P90 envelope,1907172.4972756011,0.0,1907172.4972756011
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 18:00:00,24,51,Ensemble probability-weighted,46675.51196412847,0.0,46675.51196412847
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 00:00:00,24,51,Deterministic mean-track,0.0,202800.90427583887,202800.90427583887
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 00:00:00,24,51,P90 envelope,1483009.6673683329,202800.90427583887,1280208.763092494
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 00:00:00,24,51,Ensemble probability-weighted,59494.61246872687,202800.90427583887,143306.291807112
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 06:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 06:00:00,24,51,P90 envelope,1489977.8323434824,0.0,1489977.8323434824
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 06:00:00,24,51,Ensemble probability-weighted,54600.118809480744,0.0,54600.118809480744
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 12:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 12:00:00,24,51,P90 envelope,1434609.412751904,0.0,1434609.412751904
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 12:00:00,24,51,Ensemble probability-weighted,43198.6536287863,0.0,43198.6536287863
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 18:00:00,24,51,Deterministic mean-track,0.0,126247.91080800246,126247.91080800246
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 18:00:00,24,51,P90 envelope,1164351.3486285456,126247.91080800246,1038103.4378205432
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-27 18:00:00,24,51,Ensemble probability-weighted,42419.00156666449,126247.91080800246,83828.90924133797
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 00:00:00,24,51,Deterministic mean-track,143940.80697674805,143940.80697674805,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 00:00:00,24,51,P90 envelope,855420.8570118281,143940.80697674805,711480.05003508
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 00:00:00,24,51,Ensemble probability-weighted,35405.54541116454,143940.80697674805,108535.26156558351
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 06:00:00,24,51,Deterministic mean-track,0.0,105059.24378372119,105059.24378372119
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 06:00:00,24,51,P90 envelope,717669.1729146654,105059.24378372119,612609.9291309442
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 06:00:00,24,51,Ensemble probability-weighted,18401.164250392285,105059.24378372119,86658.07953332891
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 12:00:00,24,51,Deterministic mean-track,0.0,78893.36225880924,78893.36225880924
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 12:00:00,24,51,P90 envelope,576386.6442847975,78893.36225880924,497493.2820259882
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 12:00:00,24,51,Ensemble probability-weighted,21522.87266654561,78893.36225880924,57370.489592263635
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 18:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 18:00:00,24,51,P90 envelope,556774.4611066763,0.0,556774.4611066763
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-28 18:00:00,24,51,Ensemble probability-weighted,13573.856061059467,0.0,13573.856061059467
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 00:00:00,24,51,Deterministic mean-track,66205.14725981209,0.0,66205.14725981209
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 00:00:00,24,51,P90 envelope,315928.99814538687,0.0,315928.99814538687
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 00:00:00,24,51,Ensemble probability-weighted,18731.907470866186,0.0,18731.907470866186
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 06:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 06:00:00,24,51,P90 envelope,279878.58242365543,0.0,279878.58242365543
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 06:00:00,24,51,Ensemble probability-weighted,10155.709075867626,0.0,10155.709075867626
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 12:00:00,24,51,Deterministic mean-track,66205.14725981209,0.0,66205.14725981209
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 12:00:00,24,51,P90 envelope,197684.40406474003,0.0,197684.40406474003
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 12:00:00,24,51,Ensemble probability-weighted,12021.945795074926,0.0,12021.945795074926
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 18:00:00,24,51,Deterministic mean-track,52087.85167849211,0.0,52087.85167849211
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 18:00:00,24,51,P90 envelope,195172.65168808837,0.0,195172.65168808837
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-29 18:00:00,24,51,Ensemble probability-weighted,9514.578080223744,0.0,9514.578080223744
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 00:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 00:00:00,24,51,P90 envelope,149482.58949376433,0.0,149482.58949376433
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 00:00:00,24,51,Ensemble probability-weighted,18519.124399474793,0.0,18519.124399474793
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 06:00:00,24,51,Deterministic mean-track,0.0,52956.92231129117,52956.92231129117
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 06:00:00,24,51,P90 envelope,141532.6552480937,52956.92231129117,88575.73293680254
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 06:00:00,24,51,Ensemble probability-weighted,17304.47952053116,52956.92231129117,35652.44279076001
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 12:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 12:00:00,24,51,P90 envelope,106798.21255297415,0.0,106798.21255297415
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 12:00:00,24,51,Ensemble probability-weighted,6691.206478146096,0.0,6691.206478146096
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 18:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 18:00:00,24,51,P90 envelope,116697.91570315872,0.0,116697.91570315872
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-30 18:00:00,24,51,Ensemble probability-weighted,4541.728169340005,0.0,4541.728169340005
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-31 00:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-31 00:00:00,24,51,P90 envelope,104067.4378402314,0.0,104067.4378402314
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-31 00:00:00,24,51,Ensemble probability-weighted,4946.262830606943,0.0,4946.262830606943
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 00:00:00,24,49,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 00:00:00,24,49,P90 envelope,387339.11834851734,0.0,387339.11834851734
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 00:00:00,24,49,Ensemble probability-weighted,25605.149526021152,0.0,25605.149526021152
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 06:00:00,24,51,Deterministic mean-track,0.0,73420.16939360069,73420.16939360069
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 06:00:00,24,51,P90 envelope,479820.7423833351,73420.16939360069,406400.57298973436
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 06:00:00,24,51,Ensemble probability-weighted,14216.44828728951,73420.16939360069,59203.72110631118
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 12:00:00,24,51,Deterministic mean-track,65310.223548746544,0.0,65310.223548746544
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 12:00:00,24,51,P90 envelope,410899.7347563739,0.0,410899.7347563739
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 12:00:00,24,51,Ensemble probability-weighted,21004.593422043545,0.0,21004.593422043545
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 18:00:00,24,51,Deterministic mean-track,85341.7877718116,0.0,85341.7877718116
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 18:00:00,24,51,P90 envelope,666565.4475267086,0.0,666565.4475267086
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-27 18:00:00,24,51,Ensemble probability-weighted,22899.54440455359,0.0,22899.54440455359
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 00:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 00:00:00,24,51,P90 envelope,341433.3617518772,0.0,341433.3617518772
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 00:00:00,24,51,Ensemble probability-weighted,19373.90620798326,0.0,19373.90620798326
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 06:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 06:00:00,24,51,P90 envelope,578263.0529253569,0.0,578263.0529253569
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 06:00:00,24,51,Ensemble probability-weighted,6808.519959565132,0.0,6808.519959565132
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 12:00:00,24,51,Deterministic mean-track,0.0,10401.027650257944,10401.027650257944
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 12:00:00,24,51,P90 envelope,466358.07541627914,10401.027650257944,455957.0477660212
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 12:00:00,24,51,Ensemble probability-weighted,11712.569276232156,10401.027650257944,1311.5416259742124
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 18:00:00,24,51,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 18:00:00,24,51,P90 envelope,393830.78406912595,0.0,393830.78406912595
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MONTHA,2025-10-28 18:00:00,24,51,Ensemble probability-weighted,16427.634509667747,0.0,16427.634509667747
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,NOKAEN,2026-01-15 06:00:00,24,50,Deterministic mean-track,20755.15300183213,0.0,20755.15300183213
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,NOKAEN,2026-01-15 06:00:00,24,50,P90 envelope,535427.6981376434,0.0,535427.6981376434
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,NOKAEN,2026-01-15 06:00:00,24,50,Ensemble probability-weighted,8756.178806007109,0.0,8756.178806007109
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 00:00:00,24,50,Deterministic mean-track,21526.948230495087,0.0,21526.948230495087
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 00:00:00,24,50,P90 envelope,131677.7584671399,0.0,131677.7584671399
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 00:00:00,24,50,Ensemble probability-weighted,3969.5801104906345,0.0,3969.5801104906345
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 06:00:00,24,48,Deterministic mean-track,0.0,11820.249194104284,11820.249194104284
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 06:00:00,24,48,P90 envelope,414645.5192500028,11820.249194104284,402825.2700558985
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 06:00:00,24,48,Ensemble probability-weighted,2635.038420830888,11820.249194104284,9185.210773273397
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 12:00:00,24,44,Deterministic mean-track,0.0,0.0,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 12:00:00,24,44,P90 envelope,579804.0014059793,0.0,579804.0014059793
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,PENHA,2026-02-05 12:00:00,24,44,Ensemble probability-weighted,6929.01948560883,0.0,6929.01948560883
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 06:00:00,24,5,Deterministic mean-track,11820.249194104284,0.0,11820.249194104284
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 06:00:00,24,5,P90 envelope,136597.6433114728,0.0,136597.6433114728
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 06:00:00,24,5,Ensemble probability-weighted,8535.518705702389,0.0,8535.518705702389
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 12:00:00,24,11,Deterministic mean-track,12538.468301304632,0.0,12538.468301304632
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 12:00:00,24,11,P90 envelope,341153.11574787926,0.0,341153.11574787926
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 12:00:00,24,11,Ensemble probability-weighted,17133.47071178221,0.0,17133.47071178221
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 18:00:00,24,19,Deterministic mean-track,0.0,887.6555776542759,887.6555776542759
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 18:00:00,24,19,P90 envelope,279905.90903942345,887.6555776542759,279018.2534617692
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-26 18:00:00,24,19,Ensemble probability-weighted,5994.182317201126,887.6555776542759,5106.526739546851
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-27 00:00:00,24,20,Deterministic mean-track,0.0,887.6555776542759,887.6555776542759
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-27 00:00:00,24,20,P90 envelope,143065.48949387495,887.6555776542759,142177.83391622067
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-27 00:00:00,24,20,Ensemble probability-weighted,6280.1887277655605,887.6555776542759,5392.533150111285
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-27 06:00:00,24,26,Deterministic mean-track,29430.434593262282,4371.3288216140645,25059.105771648217
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-27 06:00:00,24,26,P90 envelope,147892.26735330405,4371.3288216140645,143520.93853169
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,SENYAR,2025-11-27 06:00:00,24,26,Ensemble probability-weighted,5735.461693371664,4371.3288216140645,1364.1328717575998
