cyclone_id,forecast_time,horizon_h,member_count,mean_track_error_km,representation,nominal_level,covered,area_km2
FINA,2025-11-23 12:00:00,6,51,58.51063449432747,P90 percentile cone,0.9,1,23277.0040214917
FINA,2025-11-23 12:00:00,6,51,58.51063449432747,P90 covariance ellipse,0.9,1,6803.359704696104
FINA,2025-11-23 18:00:00,6,51,74.40281661874884,Fixed-radius region,,0,1963.4928890086885
FINA,2025-11-23 18:00:00,6,51,74.40281661874884,P50 percentile cone,0.5,0,7144.569711128714
FINA,2025-11-23 18:00:00,6,51,74.40281661874884,P50 covariance ellipse,0.5,0,2823.0236424859777
FINA,2025-11-23 18:00:00,6,51,74.40281661874884,P90 percentile cone,0.9,1,33004.08292658063
FINA,2025-11-23 18:00:00,6,51,74.40281661874884,P90 covariance ellipse,0.9,0,9377.881550505424
FINA,2025-11-24 00:00:00,6,51,25.635674983719888,Fixed-radius region,,0,1963.4928890086885
FINA,2025-11-24 00:00:00,6,51,25.635674983719888,P50 percentile cone,0.5,1,9974.589420064254
FINA,2025-11-24 00:00:00,6,51,25.635674983719888,P50 covariance ellipse,0.5,1,2966.1063157552676
FINA,2025-11-24 00:00:00,6,51,25.635674983719888,P90 percentile cone,0.9,1,25393.56164451804
FINA,2025-11-24 00:00:00,6,51,25.635674983719888,P90 covariance ellipse,0.9,1,9853.191902730267
FINA,2025-11-24 06:00:00,6,51,29.760949998011082,Fixed-radius region,,0,1963.4928890086885
FINA,2025-11-24 06:00:00,6,51,29.760949998011082,P50 percentile cone,0.5,1,8451.110339394814
FINA,2025-11-24 06:00:00,6,51,29.760949998011082,P50 covariance ellipse,0.5,0,3072.7624182783725
FINA,2025-11-24 06:00:00,6,51,29.760949998011082,P90 percentile cone,0.9,1,23037.780625594874
FINA,2025-11-24 06:00:00,6,51,29.760949998011082,P90 covariance ellipse,0.9,1,10207.495806192956
FINA,2025-11-24 12:00:00,6,51,28.680806822450606,Fixed-radius region,,0,1963.4928890086885
FINA,2025-11-24 12:00:00,6,51,28.680806822450606,P50 percentile cone,0.5,1,8654.947133638307
FINA,2025-11-24 12:00:00,6,51,28.680806822450606,P50 covariance ellipse,0.5,1,2855.0007058651777
FINA,2025-11-24 12:00:00,6,51,28.680806822450606,P90 percentile cone,0.9,1,20974.639079677974
FINA,2025-11-24 12:00:00,6,51,28.680806822450606,P90 covariance ellipse,0.9,1,9484.107055736784
FINA,2025-11-24 18:00:00,6,51,72.47462792153696,Fixed-radius region,,0,1963.4928890086885
FINA,2025-11-24 18:00:00,6,51,72.47462792153696,P50 percentile cone,0.5,0,10638.913403175302
FINA,2025-11-24 18:00:00,6,51,72.47462792153696,P50 covariance ellipse,0.5,0,3285.444364097496
FINA,2025-11-24 18:00:00,6,51,72.47462792153696,P90 percentile cone,0.9,1,23318.23451482497
FINA,2025-11-24 18:00:00,6,51,72.47462792153696,P90 covariance ellipse,0.9,0,10914.009937284814
FINA,2025-11-25 00:00:00,6,51,22.896961966405957,Fixed-radius region,,1,1963.4928890086885
FINA,2025-11-25 00:00:00,6,51,22.896961966405957,P50 percentile cone,0.5,1,11048.463975815086
FINA,2025-11-25 00:00:00,6,51,22.896961966405957,P50 covariance ellipse,0.5,1,6116.517058690056
FINA,2025-11-25 00:00:00,6,51,22.896961966405957,P90 percentile cone,0.9,1,40556.73379057573
FINA,2025-11-25 00:00:00,6,51,22.896961966405957,P90 covariance ellipse,0.9,1,20318.62986012031
FUNG-WONG,2025-11-05 18:00:00,6,50,21.127437368615972,Fixed-radius region,,1,1963.4928890086885
FUNG-WONG,2025-11-05 18:00:00,6,50,21.127437368615972,P50 percentile cone,0.5,1,36064.956439644644
FUNG-WONG,2025-11-05 18:00:00,6,50,21.127437368615972,P50 covariance ellipse,0.5,1,25962.172523147456
FUNG-WONG,2025-11-05 18:00:00,6,50,21.127437368615972,P90 percentile cone,0.9,1,131585.20999753624
FUNG-WONG,2025-11-05 18:00:00,6,50,21.127437368615972,P90 covariance ellipse,0.9,1,86244.47030895624
FUNG-WONG,2025-11-06 00:00:00,6,50,36.68776707066545,Fixed-radius region,,0,1963.4928890086885
FUNG-WONG,2025-11-06 00:00:00,6,50,36.68776707066545,P50 percentile cone,0.5,1,47170.032745517856
FUNG-WONG,2025-11-06 00:00:00,6,50,36.68776707066545,P50 covariance ellipse,0.5,1,28358.699986481333
FUNG-WONG,2025-11-06 00:00:00,6,50,36.68776707066545,P90 percentile cone,0.9,1,141251.73115616245
FUNG-WONG,2025-11-06 00:00:00,6,50,36.68776707066545,P90 covariance ellipse,0.9,1,94205.56221957419
FUNG-WONG,2025-11-06 06:00:00,6,51,48.98477723209295,Fixed-radius region,,0,1963.4928890086885
FUNG-WONG,2025-11-06 06:00:00,6,51,48.98477723209295,P50 percentile cone,0.5,1,52541.30544776541
FUNG-WONG,2025-11-06 06:00:00,6,51,48.98477723209295,P50 covariance ellipse,0.5,1,26636.022289891083
FUNG-WONG,2025-11-06 06:00:00,6,51,48.98477723209295,P90 percentile cone,0.9,1,119071.0601148851
FUNG-WONG,2025-11-06 06:00:00,6,51,48.98477723209295,P90 covariance ellipse,0.9,1,88482.95078083519
FUNG-WONG,2025-11-06 12:00:00,6,51,42.46127803815843,Fixed-radius region,,0,1963.4928890086885
FUNG-WONG,2025-11-06 12:00:00,6,51,42.46127803815843,P50 percentile cone,0.5,1,31018.773383837717
FUNG-WONG,2025-11-06 12:00:00,6,51,42.46127803815843,P50 covariance ellipse,0.5,1,19565.288022001376
FUNG-WONG,2025-11-06 12:00:00,6,51,42.46127803815843,P90 percentile cone,0.9,1,89486.96423049996
FUNG-WONG,2025-11-06 12:00:00,6,51,42.46127803815843,P90 covariance ellipse,0.9,1,64994.47996484955
FUNG-WONG,2025-11-06 18:00:00,6,51,17.79917390510548,Fixed-radius region,,1,1963.4928890086885
