marker,cyclone_id,forecast_time,horizon_h,member_count,domain_cell_count,realized_event_cell_count,estimator,brier_score
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 00:00:00,6,31,159,1,Deterministic mean-track,0.006289308176100629
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 00:00:00,6,31,159,1,P90 envelope,0.0440251572327044
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 00:00:00,6,31,159,1,Ensemble probability-weighted,0.003193738178914784
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 06:00:00,6,24,159,1,Deterministic mean-track,0.006289308176100629
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 06:00:00,6,24,159,1,P90 envelope,0.025157232704402517
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 06:00:00,6,24,159,1,Ensemble probability-weighted,0.0040400069881201955
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 12:00:00,6,9,159,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 12:00:00,6,9,159,0,P90 envelope,0.025157232704402517
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 12:00:00,6,9,159,0,Ensemble probability-weighted,0.00038822889975929806
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 18:00:00,6,8,159,0,Deterministic mean-track,0.006289308176100629
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 18:00:00,6,8,159,0,P90 envelope,0.0440251572327044
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-01 18:00:00,6,8,159,0,Ensemble probability-weighted,9.827044025157233e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 00:00:00,6,1,159,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 00:00:00,6,1,159,0,P90 envelope,0.006289308176100629
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 00:00:00,6,1,159,0,Ensemble probability-weighted,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 06:00:00,6,2,159,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 06:00:00,6,2,159,0,P90 envelope,0.018867924528301886
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 06:00:00,6,2,159,0,Ensemble probability-weighted,0.0015723270440251573
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 12:00:00,6,11,150,1,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 12:00:00,6,11,150,1,P90 envelope,0.02
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DITWAH,2025-12-02 12:00:00,6,11,150,1,Ensemble probability-weighted,0.001983471074380165
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DUDZAI,2026-01-15 06:00:00,6,51,54,1,Deterministic mean-track,0.018518518518518517
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DUDZAI,2026-01-15 06:00:00,6,51,54,1,P90 envelope,0.07407407407407407
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,DUDZAI,2026-01-15 06:00:00,6,51,54,1,Ensemble probability-weighted,0.013356686174833042
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-18 18:00:00,6,51,135,0,Deterministic mean-track,0.007407407407407408
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-18 18:00:00,6,51,135,0,P90 envelope,0.06666666666666667
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-18 18:00:00,6,51,135,0,Ensemble probability-weighted,0.0004300340324946246
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 00:00:00,6,51,125,1,Deterministic mean-track,0.008
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 00:00:00,6,51,125,1,P90 envelope,0.04
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 00:00:00,6,51,125,1,Ensemble probability-weighted,0.006339100346020761
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 06:00:00,6,51,125,0,Deterministic mean-track,0.008
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 06:00:00,6,51,125,0,P90 envelope,0.056
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 06:00:00,6,51,125,0,Ensemble probability-weighted,0.0001814686658977317
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 12:00:00,6,51,125,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 12:00:00,6,51,125,0,P90 envelope,0.04
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 12:00:00,6,51,125,0,Ensemble probability-weighted,0.000750480584390619
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 18:00:00,6,51,125,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 18:00:00,6,51,125,0,P90 envelope,0.056
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-19 18:00:00,6,51,125,0,Ensemble probability-weighted,0.00038446751249519417
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 00:00:00,6,51,122,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 00:00:00,6,51,122,0,P90 envelope,0.03278688524590164
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 00:00:00,6,51,122,0,Ensemble probability-weighted,9.454119159717888e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 06:00:00,6,51,122,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 06:00:00,6,51,122,0,P90 envelope,0.09016393442622951
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 06:00:00,6,51,122,0,Ensemble probability-weighted,0.00016072002571520416
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 12:00:00,6,51,131,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 12:00:00,6,51,131,0,P90 envelope,0.04580152671755725
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 12:00:00,6,51,131,0,Ensemble probability-weighted,0.00036685831344961275
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 18:00:00,6,51,142,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 18:00:00,6,51,142,0,P90 envelope,0.04225352112676056
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-20 18:00:00,6,51,142,0,Ensemble probability-weighted,0.00025450666320104404
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 00:00:00,6,51,142,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 00:00:00,6,51,142,0,P90 envelope,0.04225352112676056
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 00:00:00,6,51,142,0,Ensemble probability-weighted,0.0008826507681227697
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 06:00:00,6,51,150,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 06:00:00,6,51,150,0,P90 envelope,0.04666666666666667
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 06:00:00,6,51,150,0,Ensemble probability-weighted,0.0004434191977444573
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 12:00:00,6,51,154,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 12:00:00,6,51,154,0,P90 envelope,0.03896103896103896
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 12:00:00,6,51,154,0,Ensemble probability-weighted,0.0005642185572981421
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 18:00:00,6,51,164,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 18:00:00,6,51,164,0,P90 envelope,0.024390243902439025
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-21 18:00:00,6,51,164,0,Ensemble probability-weighted,0.00014300316013540756
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 00:00:00,6,51,173,0,Deterministic mean-track,0.005780346820809248
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 00:00:00,6,51,173,0,P90 envelope,0.03468208092485549
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 00:00:00,6,51,173,0,Ensemble probability-weighted,0.000742266758227716
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 06:00:00,6,51,173,1,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 06:00:00,6,51,173,1,P90 envelope,0.028901734104046242
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 06:00:00,6,51,173,1,Ensemble probability-weighted,0.002891284588186402
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 12:00:00,6,51,180,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 12:00:00,6,51,180,0,P90 envelope,0.022222222222222223
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 12:00:00,6,51,180,0,Ensemble probability-weighted,0.00022854457687214322
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 18:00:00,6,51,180,1,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 18:00:00,6,51,180,1,P90 envelope,0.027777777777777776
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-22 18:00:00,6,51,180,1,Ensemble probability-weighted,0.003101371267461233
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 00:00:00,6,51,180,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 00:00:00,6,51,180,0,P90 envelope,0.022222222222222223
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 00:00:00,6,51,180,0,Ensemble probability-weighted,8.116536374898544e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 06:00:00,6,51,179,1,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 06:00:00,6,51,179,1,P90 envelope,0.0335195530726257
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 06:00:00,6,51,179,1,Ensemble probability-weighted,0.002635428144310633
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 12:00:00,6,51,179,0,Deterministic mean-track,0.00558659217877095
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 12:00:00,6,51,179,0,P90 envelope,0.03910614525139665
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 12:00:00,6,51,179,0,Ensemble probability-weighted,0.0006550982754806381
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 18:00:00,6,51,176,1,Deterministic mean-track,0.005681818181818182
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 18:00:00,6,51,176,1,P90 envelope,0.03977272727272727
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-23 18:00:00,6,51,176,1,Ensemble probability-weighted,0.005745167942399776
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 00:00:00,6,51,176,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 00:00:00,6,51,176,0,P90 envelope,0.03409090909090909
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 00:00:00,6,51,176,0,Ensemble probability-weighted,0.0004041277830205165
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 06:00:00,6,51,176,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 06:00:00,6,51,176,0,P90 envelope,0.03977272727272727
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 06:00:00,6,51,176,0,Ensemble probability-weighted,0.00039320541050644843
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 12:00:00,6,51,171,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 12:00:00,6,51,171,0,P90 envelope,0.03508771929824561
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 12:00:00,6,51,171,0,Ensemble probability-weighted,0.00010342400920923353
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 18:00:00,6,51,171,1,Deterministic mean-track,0.011695906432748537
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 18:00:00,6,51,171,1,P90 envelope,0.029239766081871343
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-24 18:00:00,6,51,171,1,Ensemble probability-weighted,0.0059626189657149406
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-25 00:00:00,6,51,171,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-25 00:00:00,6,51,171,0,P90 envelope,0.04678362573099415
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FINA,2025-11-25 00:00:00,6,51,171,0,Ensemble probability-weighted,0.0003350038559168651
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-05 18:00:00,6,50,90,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-05 18:00:00,6,50,90,0,P90 envelope,0.25555555555555554
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-05 18:00:00,6,50,90,0,Ensemble probability-weighted,9.777777777777778e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 00:00:00,6,50,90,1,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 00:00:00,6,50,90,1,P90 envelope,0.23333333333333334
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 00:00:00,6,50,90,1,Ensemble probability-weighted,0.011222222222222222
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 06:00:00,6,51,100,1,Deterministic mean-track,0.01
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 06:00:00,6,51,100,1,P90 envelope,0.2
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 06:00:00,6,51,100,1,Ensemble probability-weighted,0.010126874279123413
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 12:00:00,6,51,110,0,Deterministic mean-track,0.00909090909090909
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 12:00:00,6,51,110,0,P90 envelope,0.16363636363636364
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 12:00:00,6,51,110,0,Ensemble probability-weighted,0.0001712628010205865
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 18:00:00,6,51,119,1,Deterministic mean-track,0.008403361344537815
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 18:00:00,6,51,119,1,P90 envelope,0.12605042016806722
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-06 18:00:00,6,51,119,1,Ensemble probability-weighted,0.007211188973859441
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 00:00:00,6,51,147,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 00:00:00,6,51,147,0,P90 envelope,0.10884353741496598
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 00:00:00,6,51,147,0,Ensemble probability-weighted,0.00010200158494770457
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 06:00:00,6,51,176,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 06:00:00,6,51,176,0,P90 envelope,0.07954545454545454
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 06:00:00,6,51,176,0,Ensemble probability-weighted,8.082555660410333e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 12:00:00,6,51,204,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 12:00:00,6,51,204,0,P90 envelope,0.05392156862745098
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 12:00:00,6,51,204,0,Ensemble probability-weighted,0.000254427030327702
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 18:00:00,6,51,215,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 18:00:00,6,51,215,0,P90 envelope,0.05581395348837209
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-07 18:00:00,6,51,215,0,Ensemble probability-weighted,8.40463864524378e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 00:00:00,6,51,235,1,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 00:00:00,6,51,235,1,P90 envelope,0.03404255319148936
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 00:00:00,6,51,235,1,Ensemble probability-weighted,0.0034962003157541703
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 06:00:00,6,51,268,1,Deterministic mean-track,0.007462686567164179
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 06:00:00,6,51,268,1,P90 envelope,0.048507462686567165
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 06:00:00,6,51,268,1,Ensemble probability-weighted,0.0038088106181893306
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 12:00:00,6,51,303,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 12:00:00,6,51,303,0,P90 envelope,0.0297029702970297
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 12:00:00,6,51,303,0,Ensemble probability-weighted,0.0002969155046992589
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 18:00:00,6,51,332,0,Deterministic mean-track,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 18:00:00,6,51,332,0,P90 envelope,0.02710843373493976
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-08 18:00:00,6,51,332,0,Ensemble probability-weighted,4.9795491076184796e-05
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,FUNG-WONG,2025-11-09 00:00:00,6,51,365,0,Deterministic mean-track,0.0
