run,final_L_data,final_L_phys,final_total,final_val_epoch,final_val_total,final_val_L_data,final_val_L_phys,final_val_track_rmse,best_val_total,best_val_track_rmse,final_R_adv,final_R_diff,final_R_mass,final_R_wp,final_R_cont,final_R_nrg,final_val_R_adv,final_val_R_diff,final_val_R_mass,final_val_R_wp,final_val_R_cont,final_val_R_nrg,best_val_R_adv,best_val_R_diff,best_val_R_mass,best_val_R_wp,best_val_R_cont,best_val_R_nrg
full_physics,1.5963565446436403,7.001245676229398,8.598255159508577,20.0,7.584296890904852,1.4523763358592987,6.131275862455368,0.0220022121114501,7.584296890904852,0.0220022121114501,7.042862506049612e-05,0.0020243728760457,4.271405427402897e-05,0.0001834644769663,0.0044724680725873,0.0131171625312163,4.681480690275445e-05,0.0032064426328967,4.123085060806867e-05,0.0001132733911314,0.0036460860137594,0.0073728616071093,4.681480690275445e-05,0.0032064426328967,4.123085060806867e-05,0.0001132733911314,0.0036460860137594,0.0073728616071093
no_physics,0.4209157324706514,0.0,0.4213522612799352,20.0,0.8459304707437999,0.8454627431929111,0.0,0.0193412696244195,0.8459304707437999,0.0193412696244195,7.109582595887787e-05,0.0193425236381396,6.594857950403821e-05,0.0004402798566995,0.0054650703617274,0.0135346209755577,4.725384085683496e-05,0.0145760047647248,5.9277229941775054e-05,0.0002285975117501,0.004395306512985,0.0074684989075043,4.725384085683496e-05,0.0145760047647248,5.9277229941775054e-05,0.0002285975117501,0.004395306512985,0.0074684989075043
