storm_id,model,horizon,error
AL162021,CLIPER (climatology+persistence),12,40.30613829047849
AL162021,Persistence,24,136.92319258672148
AL162021,CLIPER (climatology+persistence),24,78.67582054563933
AL162021,Persistence,48,354.08509024228346
AL162021,CLIPER (climatology+persistence),48,232.51994921165354
AL162021,Persistence,72,671.6245297252877
AL162021,CLIPER (climatology+persistence),72,489.34517251461637
AL162021,Persistence,6,23.84701581242899
AL162021,CLIPER (climatology+persistence),6,12.9686767680864
AL162021,Persistence,12,53.68840924572435
AL162021,CLIPER (climatology+persistence),12,30.040310354349014
AL162021,Persistence,24,108.8508880031284
AL162021,CLIPER (climatology+persistence),24,61.86514188820292
AL162021,Persistence,48,346.5686382813373
AL162021,CLIPER (climatology+persistence),48,252.23557030146995
AL162021,Persistence,72,594.73006377684
AL162021,CLIPER (climatology+persistence),72,455.1582998761427
AL162021,Persistence,6,11.119492664455636
AL162021,CLIPER (climatology+persistence),6,6.144702562269368
AL162021,Persistence,12,24.59082521260452
AL162021,CLIPER (climatology+persistence),12,18.608784988104798
AL162021,Persistence,24,94.31730225112481
AL162021,CLIPER (climatology+persistence),24,78.32861214004527
AL162021,Persistence,48,216.58662996348417
AL162021,CLIPER (climatology+persistence),48,171.18349155127123
AL162021,Persistence,6,10.500985977191712
AL162021,CLIPER (climatology+persistence),6,12.686187287022031
AL162021,Persistence,12,23.7241383686892
AL162021,CLIPER (climatology+persistence),12,26.009463698666387
AL162021,Persistence,24,91.37761218402389
AL162021,CLIPER (climatology+persistence),24,86.04233264121875
AL162021,Persistence,48,166.66343439498343
AL162021,CLIPER (climatology+persistence),48,144.20591273509476
AL162021,Persistence,6,11.119492664455636
AL162021,CLIPER (climatology+persistence),6,10.495024140155703
AL162021,Persistence,12,44.477970657822944
AL162021,CLIPER (climatology+persistence),12,41.80198350842797
AL162021,Persistence,24,122.81382101162185
AL162021,CLIPER (climatology+persistence),24,107.97621377694823
AL162021,Persistence,48,280.8674482547338
AL162021,CLIPER (climatology+persistence),48,237.3106794923182
AL162021,Persistence,6,22.238985328911667
AL162021,CLIPER (climatology+persistence),6,24.14815954463382
AL162021,Persistence,12,59.40220675211727
AL162021,CLIPER (climatology+persistence),12,59.255305470965894
AL162021,Persistence,24,118.09278754995977
AL162021,CLIPER (climatology+persistence),24,103.50684892753169
AL162021,Persistence,48,320.8191304383429
AL162021,CLIPER (climatology+persistence),48,281.1713885795624
AL162021,Persistence,6,23.712637525129647
AL162021,CLIPER (climatology+persistence),6,24.80532948395195
AL162021,Persistence,12,52.31056499657763
AL162021,CLIPER (climatology+persistence),12,44.935008345772324
AL162021,Persistence,24,170.06431053937516
AL162021,CLIPER (climatology+persistence),24,140.0803021433971
AL162021,Persistence,6,24.579777534394907
AL162021,CLIPER (climatology+persistence),6,15.89227838694958
AL162021,Persistence,12,78.7414618837758
AL162021,CLIPER (climatology+persistence),12,62.2451023256994
AL162021,Persistence,24,187.3748751804443
AL162021,CLIPER (climatology+persistence),24,154.74662101136082
AL162021,Persistence,6,30.507937872338093
AL162021,CLIPER (climatology+persistence),6,30.65247276955539
AL162021,Persistence,12,60.9606577405516
AL162021,CLIPER (climatology+persistence),12,61.219669168494036
AL162021,Persistence,24,121.69582998811862
AL162021,CLIPER (climatology+persistence),24,122.09057636336568
AL162021,Persistence,6,1.5309827784274321e-12
AL162021,CLIPER (climatology+persistence),6,7.8233847993513255
AL162021,Persistence,12,1.5271983457187166e-12
AL162021,CLIPER (climatology+persistence),12,15.610209314166493
AL162021,Persistence,24,15.175915329948564
AL162021,CLIPER (climatology+persistence),24,29.518445394722317
AL162021,Persistence,6,1.5271983457187166e-12
AL162021,CLIPER (climatology+persistence),6,7.80570723699285
AL162021,Persistence,12,1.6699578115855971e-12
AL162021,CLIPER (climatology+persistence),12,15.574198653282352
AL162021,Persistence,6,1.4712310750556927e-12
AL162021,CLIPER (climatology+persistence),6,7.787712593091874
AL162021,Persistence,12,15.175915329949849
AL162021,CLIPER (climatology+persistence),12,17.587154777002674
AL162021,Persistence,6,15.175915329951849
AL162021,CLIPER (climatology+persistence),6,14.470669142720237
AL172021,Persistence,6,49.49802790184326
AL172021,CLIPER (climatology+persistence),6,63.2864363276742
AL172021,Persistence,12,116.37630717931594
AL172021,CLIPER (climatology+persistence),12,126.27683791095791
AL172021,Persistence,24,268.97581984471776
AL172021,CLIPER (climatology+persistence),24,242.7000925080626
AL172021,Persistence,48,560.7284118249826
AL172021,CLIPER (climatology+persistence),48,511.38818515939124
AL172021,Persistence,72,575.4127576436008
AL172021,CLIPER (climatology+persistence),72,498.6580577776921
AL172021,Persistence,120,585.4841623871414
AL172021,CLIPER (climatology+persistence),120,373.2969410408186
AL172021,Persistence,6,44.59338159799302
AL172021,CLIPER (climatology+persistence),6,38.49461151867716
AL172021,Persistence,12,120.96452449579293
AL172021,CLIPER (climatology+persistence),12,86.32309368476778
AL172021,Persistence,24,254.34242855861865
AL172021,CLIPER (climatology+persistence),24,180.88080086048402
AL172021,Persistence,48,418.0045362718083
AL172021,CLIPER (climatology+persistence),48,283.4631014987551
AL172021,Persistence,72,622.409634196407
AL172021,CLIPER (climatology+persistence),72,251.5555299772499
AL172021,Persistence,6,39.68467708362381
AL172021,CLIPER (climatology+persistence),6,24.04734932765681
AL172021,Persistence,12,79.25239969225458
AL172021,CLIPER (climatology+persistence),12,47.89331265089818
AL172021,Persistence,24,124.44097751061871
AL172021,CLIPER (climatology+persistence),24,83.6520253286787
AL172021,Persistence,48,144.91664072551302
AL172021,CLIPER (climatology+persistence),48,85.00717770992675
AL172021,Persistence,72,517.8942498918111
AL172021,CLIPER (climatology+persistence),72,207.76593903418686
AL172021,Persistence,6,4.2870566599063894e-13
AL172021,CLIPER (climatology+persistence),6,20.507751542617356
AL172021,Persistence,12,24.660169355214393
AL172021,CLIPER (climatology+persistence),12,59.894658150747084
AL172021,Persistence,24,56.58804133066085
AL172021,CLIPER (climatology+persistence),24,132.26008778167332
AL172021,Persistence,48,272.1398630639371
AL172021,CLIPER (climatology+persistence),48,306.5090253749519
AL172021,Persistence,72,466.86533448888474
AL172021,CLIPER (climatology+persistence),72,359.5696380880511
AL172021,Persistence,6,24.660169355213707
AL172021,CLIPER (climatology+persistence),6,40.96256654885592
AL172021,Persistence,12,35.00269370796511
AL172021,CLIPER (climatology+persistence),12,70.96011779937473
AL172021,Persistence,24,103.22955914617403
AL172021,CLIPER (climatology+persistence),24,164.73319777628268
AL172021,Persistence,48,339.5330212169013
AL172021,CLIPER (climatology+persistence),48,329.51396839728284
AL172021,Persistence,72,505.45961010579174
AL172021,CLIPER (climatology+persistence),72,394.712899861464
AL172021,Persistence,6,15.355602430256257
AL172021,CLIPER (climatology+persistence),6,21.271211001740422
AL172021,Persistence,12,23.8031056910422
AL172021,CLIPER (climatology+persistence),12,50.54295231798908
AL172021,Persistence,24,62.24378306161549
AL172021,CLIPER (climatology+persistence),24,109.66608630106873
AL172021,Persistence,48,375.0706210501403
AL172021,CLIPER (climatology+persistence),48,257.26434751887075
AL172021,Persistence,72,598.4278617577794
AL172021,CLIPER (climatology+persistence),72,381.47955088011145
AL172021,Persistence,6,11.11949266445603
AL172021,CLIPER (climatology+persistence),6,34.157427266258914
AL172021,Persistence,12,53.506768579022626
AL172021,CLIPER (climatology+persistence),12,81.38302833107933
AL172021,Persistence,24,170.95907630024303
AL172021,CLIPER (climatology+persistence),24,187.51036893461276
AL172021,Persistence,48,455.79971156718693
AL172021,CLIPER (climatology+persistence),48,343.78597834828093
AL172021,Persistence,72,703.2042923278516
AL172021,CLIPER (climatology+persistence),72,550.0417307586075
AL172021,Persistence,6,43.2622714857549
AL172021,CLIPER (climatology+persistence),6,49.53897720498648
AL172021,Persistence,12,104.36843414142895
AL172021,CLIPER (climatology+persistence),12,107.07387977831065
AL172021,Persistence,24,251.9509352783119
AL172021,CLIPER (climatology+persistence),24,218.80332773413474
AL172021,Persistence,48,572.5550493906662
AL172021,CLIPER (climatology+persistence),48,408.916104611405
AL172021,Persistence,72,876.5417544525933
AL172021,CLIPER (climatology+persistence),72,678.9626763150436
AL172021,Persistence,6,23.533587156253432
AL172021,CLIPER (climatology+persistence),6,14.544404611666524
AL172021,Persistence,12,52.98522679917405
AL172021,CLIPER (climatology+persistence),12,20.19942527731153
AL172021,Persistence,24,224.94817362501522
AL172021,CLIPER (climatology+persistence),24,117.17803824281694
AL172021,Persistence,48,522.9063084513823
AL172021,CLIPER (climatology+persistence),48,322.08486609727333
AL172021,Persistence,72,777.208815195778
AL172021,CLIPER (climatology+persistence),72,459.0252814154075
AL172021,Persistence,6,11.11949266445603
AL172021,CLIPER (climatology+persistence),6,11.676951833160897
AL172021,Persistence,12,69.78690377269189
AL172021,CLIPER (climatology+persistence),12,26.76430921368269
AL172021,Persistence,24,235.47526560008518
AL172021,CLIPER (climatology+persistence),24,152.13156511878523
AL172021,Persistence,48,435.43515964601664
AL172021,CLIPER (climatology+persistence),48,286.8659146473219
AL172021,Persistence,6,48.96910004689684
AL172021,CLIPER (climatology+persistence),6,30.552463296573173
AL172021,Persistence,12,118.42911456099378
AL172021,CLIPER (climatology+persistence),12,81.63901474614501
AL172021,Persistence,24,255.74833128248517
AL172021,CLIPER (climatology+persistence),24,189.78294027745096
AL172021,Persistence,48,344.84256269182833
AL172021,CLIPER (climatology+persistence),48,213.34235401324332
AL172021,Persistence,6,22.238985328911273
AL172021,CLIPER (climatology+persistence),6,18.594471125277625
AL172021,Persistence,12,63.44120322360377
AL172021,CLIPER (climatology+persistence),12,58.17233087371173
AL172021,Persistence,24,165.15220231982457
AL172021,CLIPER (climatology+persistence),24,159.9589284815629
AL172021,Persistence,48,113.3645161334237
AL172021,CLIPER (climatology+persistence),48,131.78180778761373
AL172021,Persistence,6,32.560802813000755
AL172021,CLIPER (climatology+persistence),6,34.575826622730595
AL172021,Persistence,12,82.11595641290833
AL172021,CLIPER (climatology+persistence),12,84.99991923316799
AL172021,Persistence,24,174.74138426316637
AL172021,CLIPER (climatology+persistence),24,176.54658808794395
AL172021,Persistence,48,225.87407572638395
AL172021,CLIPER (climatology+persistence),48,203.84437589872968
AL172021,Persistence,6,23.194682044591694
AL172021,CLIPER (climatology+persistence),6,30.840042816151605
AL172021,Persistence,12,46.292664955660996
AL172021,CLIPER (climatology+persistence),12,61.50352351238524
AL172021,Persistence,24,158.56711284820975
AL172021,CLIPER (climatology+persistence),24,147.96215525998093
AL172021,Persistence,6,8.218288870311657e-13
AL172021,CLIPER (climatology+persistence),6,16.4430259317708
AL172021,Persistence,12,45.60897424154601
AL172021,CLIPER (climatology+persistence),12,44.361026491046815
AL172021,Persistence,24,220.1661973081752
AL172021,CLIPER (climatology+persistence),24,178.56683880293087
AL172021,Persistence,6,45.608974241546456
AL172021,CLIPER (climatology+persistence),6,41.90697108217755
AL172021,Persistence,12,121.99335778994575
AL172021,CLIPER (climatology+persistence),12,106.74958537403397
AL172021,Persistence,24,311.6491704560422
AL172021,CLIPER (climatology+persistence),24,261.3002907716794
AL172021,Persistence,6,37.350278169141646
AL172021,CLIPER (climatology+persistence),6,36.780953285468605
AL172021,Persistence,12,108.76089509343406
AL172021,CLIPER (climatology+persistence),12,98.31571559736582
AL172021,Persistence,24,284.2673835309144
AL172021,CLIPER (climatology+persistence),24,239.57220585430707
AL172021,Persistence,6,39.63014545114403
AL172021,CLIPER (climatology+persistence),6,39.59109140794759
AL172021,Persistence,12,91.19609300166816
AL172021,CLIPER (climatology+persistence),12,81.66534696475813
AL172021,Persistence,6,24.313426570157436
AL172021,CLIPER (climatology+persistence),6,18.511728256287135
AL172021,Persistence,12,91.86378268308148
AL172021,CLIPER (climatology+persistence),12,78.06396980842877
AL172021,Persistence,6,44.41875513793924
AL172021,CLIPER (climatology+persistence),6,46.287599124269796
AL182021,Persistence,6,32.810446042666996
AL182021,CLIPER (climatology+persistence),6,45.007691721077336
AL182021,Persistence,12,66.50388268689883
AL182021,CLIPER (climatology+persistence),12,89.46413161386556
AL182021,Persistence,24,77.19836737395053
AL182021,CLIPER (climatology+persistence),24,124.31143387309041
AL182021,Persistence,48,85.72166333888244
AL182021,CLIPER (climatology+persistence),48,161.26418298689603
AL182021,Persistence,72,157.5323850625991
AL182021,CLIPER (climatology+persistence),72,34.88033300905925
AL182021,Persistence,120,843.796511240662
AL182021,CLIPER (climatology+persistence),120,591.2104834999151
AL182021,Persistence,6,11.119492664455636
AL182021,CLIPER (climatology+persistence),6,22.70966465438762
AL182021,Persistence,12,24.508996194304952
AL182021,CLIPER (climatology+persistence),12,21.758927595449883
AL182021,Persistence,24,90.02162887568788
AL182021,CLIPER (climatology+persistence),24,3.504725343243024
AL182021,Persistence,48,279.67806598579966
AL182021,CLIPER (climatology+persistence),48,102.56125815552349
AL182021,Persistence,72,634.1411374103008
AL182021,CLIPER (climatology+persistence),72,370.02377064958966
AL182021,Persistence,120,1576.7956645768688
AL182021,CLIPER (climatology+persistence),120,1138.2212527934355
AL182021,Persistence,6,24.502455641856198
AL182021,CLIPER (climatology+persistence),6,12.470620949110195
AL182021,Persistence,12,58.89846571561311
AL182021,CLIPER (climatology+persistence),12,27.28173714111064
AL182021,Persistence,24,113.86092021043319
AL182021,CLIPER (climatology+persistence),24,44.60439177083683
AL182021,Persistence,48,348.37182555459685
AL182021,CLIPER (climatology+persistence),48,179.46535209881475
AL182021,Persistence,72,735.5813830161437
AL182021,CLIPER (climatology+persistence),72,480.73927267098895
AL182021,Persistence,120,1649.1196361926618
AL182021,CLIPER (climatology+persistence),120,1223.9892862907327
AL182021,Persistence,6,10.911476527614342
AL182021,CLIPER (climatology+persistence),6,6.3534113446015255
AL182021,Persistence,12,24.47570565789205
AL182021,CLIPER (climatology+persistence),12,8.747043293635285
AL182021,Persistence,24,39.50726412314875
AL182021,CLIPER (climatology+persistence),24,28.20984157389883
AL182021,Persistence,48,237.27740030532934
AL182021,CLIPER (climatology+persistence),48,110.71150636715282
AL182021,Persistence,72,600.7761155647612
AL182021,CLIPER (climatology+persistence),72,414.4069384040619
AL182021,Persistence,120,1348.786133080069
AL182021,CLIPER (climatology+persistence),120,1036.093318555628
AL182021,Persistence,6,11.11949266445603
AL182021,CLIPER (climatology+persistence),6,13.542063081286583
AL182021,Persistence,12,15.566934159317858
AL182021,CLIPER (climatology+persistence),12,34.75126772676076
AL182021,Persistence,24,45.78754821928394
AL182021,CLIPER (climatology+persistence),24,44.78622185735399
AL182021,Persistence,48,220.03883804373925
AL182021,CLIPER (climatology+persistence),48,118.11003472715961
AL182021,Persistence,72,582.5181362642586
AL182021,CLIPER (climatology+persistence),72,433.31105328241534
AL182021,Persistence,120,1218.4047096244612
AL182021,CLIPER (climatology+persistence),120,967.1699270348532
AL182021,Persistence,6,15.564203392545053
AL182021,CLIPER (climatology+persistence),6,25.982947094011074
AL182021,Persistence,12,15.555874926741815
AL182021,CLIPER (climatology+persistence),12,37.31474983549353
AL182021,Persistence,24,54.25848818458462
AL182021,CLIPER (climatology+persistence),24,8.691580982747993
AL182021,Persistence,48,281.75896889108225
AL182021,CLIPER (climatology+persistence),48,189.27376887191951
AL182021,Persistence,72,655.1561639354024
AL182021,CLIPER (climatology+persistence),72,514.3532116256126
AL182021,Persistence,120,1244.2457260248418
AL182021,CLIPER (climatology+persistence),120,1010.8928011815976
AL182021,Persistence,6,15.55867375466237
AL182021,CLIPER (climatology+persistence),6,7.725453510588895
AL182021,Persistence,12,54.80362823082048
AL182021,CLIPER (climatology+persistence),12,27.373153667760988
AL182021,Persistence,24,158.30023800100372
AL182021,CLIPER (climatology+persistence),24,94.97334156157197
AL182021,Persistence,48,458.9817803975063
AL182021,CLIPER (climatology+persistence),48,334.64872861204486
AL182021,Persistence,72,884.925018771015
AL182021,CLIPER (climatology+persistence),72,697.6707068891188
AL182021,Persistence,120,1576.4793958738155
AL182021,CLIPER (climatology+persistence),120,1264.4219603141737
AL182021,Persistence,6,24.412088990378678
AL182021,CLIPER (climatology+persistence),6,13.875312696419531
AL182021,Persistence,12,66.0653346463353
AL182021,CLIPER (climatology+persistence),12,42.23848159045983
AL182021,Persistence,24,151.62146695245278
AL182021,CLIPER (climatology+persistence),24,104.39543071631853
AL182021,Persistence,48,474.82235899220296
AL182021,CLIPER (climatology+persistence),48,381.3860811687655
AL182021,Persistence,72,814.7221361015525
AL182021,CLIPER (climatology+persistence),72,673.4580281488329
AL182021,Persistence,120,1382.5956411993054
AL182021,CLIPER (climatology+persistence),120,1150.3317664463755
AL182021,Persistence,6,24.382296035561605
AL182021,CLIPER (climatology+persistence),6,18.72799877626909
AL182021,Persistence,12,54.6966238133324
AL182021,CLIPER (climatology+persistence),12,43.9365040679218
AL182021,Persistence,24,121.51831260562473
AL182021,CLIPER (climatology+persistence),24,98.9808824047443
AL182021,Persistence,48,402.32292827158574
AL182021,CLIPER (climatology+persistence),48,357.34217146580505
AL182021,Persistence,72,610.3923493072416
AL182021,CLIPER (climatology+persistence),72,545.7435257148412
AL182021,Persistence,120,980.1791785307398
AL182021,CLIPER (climatology+persistence),120,879.2600204834818
AL182021,Persistence,6,11.119492664455636
AL182021,CLIPER (climatology+persistence),6,12.524077457012767
AL182021,Persistence,12,11.119492664455636
AL182021,CLIPER (climatology+persistence),12,14.013636496002743
AL182021,Persistence,24,58.41455446641866
AL182021,CLIPER (climatology+persistence),24,64.81674753547016
AL182021,Persistence,48,257.7732607468724
AL182021,CLIPER (climatology+persistence),48,267.1120360931252
AL182021,Persistence,72,391.52477235994155
AL182021,CLIPER (climatology+persistence),72,401.9781175665663
AL182021,Persistence,120,634.2129333826463
AL182021,CLIPER (climatology+persistence),120,643.6003119747872
AL182021,Persistence,6,11.119492664455636
AL182021,CLIPER (climatology+persistence),6,6.536020054790932
AL182021,Persistence,12,31.031760443590503
AL182021,CLIPER (climatology+persistence),12,27.18754145742735
AL182021,Persistence,24,89.24039917792273
AL182021,CLIPER (climatology+persistence),24,91.07646440059948
AL182021,Persistence,48,310.7040194537716
AL182021,CLIPER (climatology+persistence),48,308.0242833993011
AL182021,Persistence,72,477.3177190516294
AL182021,CLIPER (climatology+persistence),72,464.5898391687091
AL182021,Persistence,120,823.9782529193782
AL182021,CLIPER (climatology+persistence),120,777.3584615502215
AL182021,Persistence,6,21.633547893938726
AL182021,CLIPER (climatology+persistence),6,22.82874225587305
AL182021,Persistence,12,55.15952079596638
AL182021,CLIPER (climatology+persistence),12,58.00405876353996
AL182021,Persistence,24,152.54581721929534
AL182021,CLIPER (climatology+persistence),24,157.94424777497463
AL182021,Persistence,48,324.20133438340906
AL182021,CLIPER (climatology+persistence),48,331.91954482584913
AL182021,Persistence,72,459.7657335616992
AL182021,CLIPER (climatology+persistence),72,469.26931576297085
AL182021,Persistence,120,733.2932085098166
AL182021,CLIPER (climatology+persistence),120,735.615670698127
AL182021,Persistence,6,15.504848964855347
AL182021,CLIPER (climatology+persistence),6,22.263110759797144
AL182021,Persistence,12,30.993593103519203
AL182021,CLIPER (climatology+persistence),12,44.49272282670794
AL182021,Persistence,24,108.20153854580255
AL182021,CLIPER (climatology+persistence),24,139.02960428958022
AL182021,Persistence,48,178.11601914429716
AL182021,CLIPER (climatology+persistence),48,230.51156109923667
AL182021,Persistence,72,235.65985071994112
AL182021,CLIPER (climatology+persistence),72,309.96543508749954
AL182021,Persistence,120,575.6273896700658
AL182021,CLIPER (climatology+persistence),120,614.7214353592743
AL182021,Persistence,6,1.9752186845167105e-13
AL182021,CLIPER (climatology+persistence),6,11.838713903236716
AL182021,Persistence,12,34.217638823785606
AL182021,CLIPER (climatology+persistence),12,54.10018825504507
AL182021,Persistence,24,100.5955840732037
AL182021,CLIPER (climatology+persistence),24,127.89595802174111
AL182021,Persistence,48,203.2922746748788
AL182021,CLIPER (climatology+persistence),48,220.90529511983533
AL182021,Persistence,72,298.50337509629026
AL182021,CLIPER (climatology+persistence),72,308.45976111505325
AL182021,Persistence,120,912.0319082893466
AL182021,CLIPER (climatology+persistence),120,839.0830105936899
AL182021,Persistence,6,34.217638823785485
AL182021,CLIPER (climatology+persistence),6,43.693394936818294
AL182021,Persistence,12,72.73586421791214
AL182021,CLIPER (climatology+persistence),12,89.58229500821858
AL182021,Persistence,24,116.47193871928783
AL182021,CLIPER (climatology+persistence),24,137.64539560350065
AL182021,Persistence,48,224.0824063431432
AL182021,CLIPER (climatology+persistence),48,236.54587744892342
AL182021,Persistence,72,328.6710900826285
AL182021,CLIPER (climatology+persistence),72,327.83359973731723
AL182021,Persistence,120,1067.5204800653707
AL182021,CLIPER (climatology+persistence),120,997.4029980136697
AL182021,Persistence,6,11.11949266445603
AL182021,CLIPER (climatology+persistence),6,22.737274870254815
AL182021,Persistence,12,39.68467708362422
AL182021,CLIPER (climatology+persistence),12,36.32900679350931
AL182021,Persistence,24,108.59077987125134
AL182021,CLIPER (climatology+persistence),24,61.44303060030366
AL182021,Persistence,48,250.96469690865226
AL182021,CLIPER (climatology+persistence),48,132.5866905343842
AL182021,Persistence,72,421.5151413840581
AL182021,CLIPER (climatology+persistence),72,237.08291213500237
AL182021,Persistence,120,1158.8962480242592
AL182021,CLIPER (climatology+persistence),120,1001.1796338119848
AL182021,Persistence,6,24.19299093541667
AL182021,CLIPER (climatology+persistence),6,13.142594566074036
AL182021,Persistence,12,54.75504631633857
AL182021,CLIPER (climatology+persistence),12,19.736466582025265
AL182021,Persistence,24,125.54076196956653
AL182021,CLIPER (climatology+persistence),24,63.58985222929174
AL182021,Persistence,48,247.39752903999408
AL182021,CLIPER (climatology+persistence),48,101.80765919741964
AL182021,Persistence,72,412.803089899148
AL182021,CLIPER (climatology+persistence),72,208.0310526860149
AL182021,Persistence,120,1043.1494103363395
AL182021,CLIPER (climatology+persistence),120,968.6503943210153
AL182021,Persistence,6,15.443819073560418
AL182021,CLIPER (climatology+persistence),6,6.666561515439983
AL182021,Persistence,12,24.10120709384664
AL182021,CLIPER (climatology+persistence),12,6.580247039068072
AL182021,Persistence,24,43.97487113097561
AL182021,CLIPER (climatology+persistence),24,16.55024009408371
AL182021,Persistence,48,95.23432153258025
AL182021,CLIPER (climatology+persistence),48,25.939579731329022
AL182021,Persistence,72,176.47516055467867
AL182021,CLIPER (climatology+persistence),72,65.3040341750107
AL182021,Persistence,120,789.5442509142515
AL182021,CLIPER (climatology+persistence),120,934.5089511786754
AL182021,Persistence,6,11.119492664455834
AL182021,CLIPER (climatology+persistence),6,16.962583808287633
AL182021,Persistence,12,33.3584779933673
AL182021,CLIPER (climatology+persistence),12,43.07121109741536
AL182021,Persistence,24,33.3584779933677
AL182021,CLIPER (climatology+persistence),24,59.47557885520113
AL182021,Persistence,48,56.58456686222271
AL182021,CLIPER (climatology+persistence),48,103.07723591804292
AL182021,Persistence,72,212.91565790827713
AL182021,CLIPER (climatology+persistence),72,230.09975145937608
AL182021,Persistence,120,1166.1141192876394
AL182021,CLIPER (climatology+persistence),120,1275.623108518879
AL182021,Persistence,6,11.11949266445603
AL182021,CLIPER (climatology+persistence),6,19.636768929984424
AL182021,Persistence,12,1.5119328550639888e-12
AL182021,CLIPER (climatology+persistence),12,23.926484889811444
AL182021,Persistence,24,22.238985328911667
AL182021,CLIPER (climatology+persistence),24,42.67234809504944
AL182021,Persistence,48,30.535149458931908
AL182021,CLIPER (climatology+persistence),48,66.59967590831906
AL182021,Persistence,72,153.34596475983395
AL182021,CLIPER (climatology+persistence),72,188.8500365156763
AL182021,Persistence,120,1098.036091688028
AL182021,CLIPER (climatology+persistence),120,1287.974264306172
AL182021,Persistence,6,22.23898532891206
AL182021,CLIPER (climatology+persistence),6,17.296122472082043
AL182021,Persistence,12,44.477970657823334
AL182021,CLIPER (climatology+persistence),12,34.55928604857203
AL182021,Persistence,24,88.95594131564667
AL182021,CLIPER (climatology+persistence),24,68.98188711794778
AL182021,Persistence,48,115.48480625968979
AL182021,CLIPER (climatology+persistence),48,67.31455910978232
AL182021,Persistence,72,113.17796019858405
AL182021,CLIPER (climatology+persistence),72,173.4660163802801
AL182021,Persistence,120,1044.8674817743367
AL182021,CLIPER (climatology+persistence),120,1303.363739835376
AL182021,Persistence,6,3.950437369033421e-13
AL182021,CLIPER (climatology+persistence),6,10.872417521290462
AL182021,Persistence,12,3.950437369033421e-13
AL182021,CLIPER (climatology+persistence),12,21.69968385852598
AL182021,Persistence,24,11.119492664456821
AL182021,CLIPER (climatology+persistence),24,46.54586878922155
AL182021,Persistence,48,112.80608004003179
AL182021,CLIPER (climatology+persistence),48,120.24184306108732
AL182021,Persistence,72,465.004286092173
AL182021,CLIPER (climatology+persistence),72,480.7440236206771
AL182021,Persistence,120,1561.579694466107
AL182021,CLIPER (climatology+persistence),120,1705.488448735308
AL182021,Persistence,6,3.950437369033421e-13
AL182021,CLIPER (climatology+persistence),6,10.849321549669424
AL182021,Persistence,12,8.485554755729372e-13
AL182021,CLIPER (climatology+persistence),12,21.652495903686074
AL182021,Persistence,24,24.598982190938102
AL182021,CLIPER (climatology+persistence),24,43.86662932541073
AL182021,Persistence,48,181.88434300062195
AL182021,CLIPER (climatology+persistence),48,182.99900239883462
AL182021,Persistence,72,592.4358143535727
AL182021,CLIPER (climatology+persistence),72,616.2222568764497
AL182021,Persistence,120,1674.8672688307681
AL182021,CLIPER (climatology+persistence),120,1827.3212383003959
AL182021,Persistence,6,8.485554755729372e-13
AL182021,CLIPER (climatology+persistence),6,10.825716237894781
AL182021,Persistence,12,11.119492664456427
AL182021,CLIPER (climatology+persistence),12,26.046326917457993
AL182021,Persistence,24,49.17063249748621
AL182021,CLIPER (climatology+persistence),24,56.56325587630316
AL182021,Persistence,48,251.27851997924168
AL182021,CLIPER (climatology+persistence),48,249.57950296106466
AL182021,Persistence,72,745.0060085185454
AL182021,CLIPER (climatology+persistence),72,778.2714921412763
AL182021,Persistence,120,1821.6509069069089
AL182021,CLIPER (climatology+persistence),120,1981.3786054380282
AL182021,Persistence,6,11.119492664455636
AL182021,CLIPER (climatology+persistence),6,16.864013349473677
AL182021,Persistence,12,24.598982190939417
AL182021,CLIPER (climatology+persistence),12,28.29339022771387
AL182021,Persistence,24,73.71401484577324
AL182021,CLIPER (climatology+persistence),24,75.42494180959851
AL182021,Persistence,48,346.10250834926086
AL182021,CLIPER (climatology+persistence),48,349.5987070056907
AL182021,Persistence,72,884.0085476322337
AL182021,CLIPER (climatology+persistence),72,928.4458902635791
AL182021,Persistence,120,1987.8189322520432
AL182021,CLIPER (climatology+persistence),120,2153.5327306376385
AL182021,Persistence,6,10.507352354227024
AL182021,CLIPER (climatology+persistence),6,5.321278314595542
AL182021,Persistence,12,23.712637525130116
AL182021,CLIPER (climatology+persistence),12,21.761548725756224
AL182021,Persistence,24,68.40732446951037
AL182021,CLIPER (climatology+persistence),24,66.53470760420883
AL182021,Persistence,48,367.3407571796039
AL182021,CLIPER (climatology+persistence),48,398.50570762066786
AL182021,Persistence,72,858.8421781281662
AL182021,CLIPER (climatology+persistence),72,954.5189547925936
AL182021,Persistence,120,2070.6216894338822
AL182021,CLIPER (climatology+persistence),120,2288.7094801072762
AL182021,Persistence,6,11.119492664455636
AL182021,CLIPER (climatology+persistence),6,18.030254909150436
AL182021,Persistence,12,22.238985328911667
AL182021,CLIPER (climatology+persistence),12,36.04036916722623
AL182021,Persistence,24,102.1906298457822
AL182021,CLIPER (climatology+persistence),24,121.66029429450836
AL182021,Persistence,48,479.08842060845177
AL182021,CLIPER (climatology+persistence),48,527.9453328393552
AL182021,Persistence,72,1037.7699587792572
AL182021,CLIPER (climatology+persistence),72,1133.661902119283
AL182021,Persistence,120,2521.705414329679
AL182021,CLIPER (climatology+persistence),120,2695.874415371636
AL182021,Persistence,6,8.397390936928549e-13
AL182021,CLIPER (climatology+persistence),6,11.371259176528199
AL182021,Persistence,12,15.214438293980784
