storm_id,model,horizon,error
AL012020,Persistence,6,36.526592274121846
AL012020,CLIPER (climatology+persistence),6,21.26080568510082
AL012020,Persistence,12,97.02289262672258
AL012020,CLIPER (climatology+persistence),12,70.77862458990906
AL012020,Persistence,24,182.02980712909468
AL012020,CLIPER (climatology+persistence),24,138.84961187560125
AL012020,Persistence,48,63.82690550221416
AL012020,CLIPER (climatology+persistence),48,161.0079212674032
AL012020,Persistence,72,460.08801763716235
AL012020,CLIPER (climatology+persistence),72,375.3242972698165
AL012020,Persistence,6,28.801553099720596
AL012020,CLIPER (climatology+persistence),6,31.853872369088776
AL012020,Persistence,12,47.656287448851344
AL012020,CLIPER (climatology+persistence),12,54.643425076325926
AL012020,Persistence,24,101.70470090456791
AL012020,CLIPER (climatology+persistence),24,143.34941351022292
AL012020,Persistence,48,323.2144533489138
AL012020,CLIPER (climatology+persistence),48,382.3586333592217
AL012020,Persistence,72,666.3476893420709
AL012020,CLIPER (climatology+persistence),72,617.877139205328
AL012020,Persistence,6,9.531265191467096
AL012020,CLIPER (climatology+persistence),6,14.881170119011957
AL012020,Persistence,12,36.032715496057776
AL012020,CLIPER (climatology+persistence),12,53.249366721964826
AL012020,Persistence,24,182.21795019318742
AL012020,CLIPER (climatology+persistence),24,218.64201771958594
AL012020,Persistence,48,655.3261022456945
AL012020,CLIPER (climatology+persistence),48,633.1318256579412
AL012020,Persistence,72,1056.9063331460866
AL012020,CLIPER (climatology+persistence),72,913.0606642658328
AL012020,Persistence,6,24.163647597539978
AL012020,CLIPER (climatology+persistence),6,37.290731989328776
AL012020,Persistence,12,80.05208958379065
AL012020,CLIPER (climatology+persistence),12,107.79668399699437
AL012020,Persistence,24,250.6743948077105
AL012020,CLIPER (climatology+persistence),24,287.1898706796571
AL012020,Persistence,48,704.441642160516
AL012020,CLIPER (climatology+persistence),48,684.6661207327878
AL012020,Persistence,72,1065.3037593524946
AL012020,CLIPER (climatology+persistence),72,924.1176692540571
AL012020,Persistence,6,33.35847799336809
AL012020,CLIPER (climatology+persistence),6,54.917904036357385
AL012020,Persistence,12,90.44585161818753
AL012020,CLIPER (climatology+persistence),12,127.6621454893327
AL012020,Persistence,24,255.48339462976705
AL012020,CLIPER (climatology+persistence),24,286.2438800633687
AL012020,Persistence,48,758.2860654806705
AL012020,CLIPER (climatology+persistence),48,690.9227614435972
AL012020,Persistence,72,1324.0417808472002
AL012020,CLIPER (climatology+persistence),72,1108.0875721744526
AL012020,Persistence,6,47.22918028179445
AL012020,CLIPER (climatology+persistence),6,60.9002407890238
AL012020,Persistence,12,126.73465826225329
AL012020,CLIPER (climatology+persistence),12,137.55266592216566
AL012020,Persistence,24,382.4570098262106
AL012020,CLIPER (climatology+persistence),24,355.49749839393024
AL012020,Persistence,48,1073.114800106393
AL012020,CLIPER (climatology+persistence),48,895.4732720941032
AL012020,Persistence,6,42.455620545456405
AL012020,CLIPER (climatology+persistence),6,49.0238712368534
AL012020,Persistence,12,139.2403279826411
AL012020,CLIPER (climatology+persistence),12,131.023299050849
AL012020,Persistence,24,401.8863990204622
AL012020,CLIPER (climatology+persistence),24,357.7290178204
AL012020,Persistence,48,1181.8584221376143
AL012020,CLIPER (climatology+persistence),48,954.8931657381461
AL012020,Persistence,6,57.0956863889052
AL012020,CLIPER (climatology+persistence),6,59.90120353819167
AL012020,Persistence,12,127.90794588898542
AL012020,CLIPER (climatology+persistence),12,130.61855258475782
AL012020,Persistence,24,380.45261511884945
AL012020,CLIPER (climatology+persistence),24,348.46524434720976
AL012020,Persistence,48,1178.791852044849
AL012020,CLIPER (climatology+persistence),48,965.3892768422878
AL012020,Persistence,6,14.241343611490224
AL012020,CLIPER (climatology+persistence),6,41.397139982007694
AL012020,Persistence,12,75.51779537590326
AL012020,CLIPER (climatology+persistence),12,106.42778009653603
AL012020,Persistence,24,311.47034287354535
AL012020,CLIPER (climatology+persistence),24,278.92371333043695
AL012020,Persistence,48,1083.2023389212554
AL012020,CLIPER (climatology+persistence),48,896.4490259832639
AL012020,Persistence,6,47.87559591329314
AL012020,CLIPER (climatology+persistence),6,62.048333076816284
AL012020,Persistence,12,123.58194059669174
AL012020,CLIPER (climatology+persistence),12,132.14121654604386
AL012020,Persistence,24,429.6125043712319
AL012020,CLIPER (climatology+persistence),24,365.76316788885697
AL012020,Persistence,6,37.786486544528785
AL012020,CLIPER (climatology+persistence),6,41.755211419692074
AL012020,Persistence,12,165.5173761362774
AL012020,CLIPER (climatology+persistence),12,138.21673344566392
AL012020,Persistence,24,486.56641601131736
AL012020,CLIPER (climatology+persistence),24,400.734402376561
AL012020,Persistence,6,91.4656528961117
AL012020,CLIPER (climatology+persistence),6,83.22249695100348
AL012020,Persistence,12,196.12886741692995
AL012020,CLIPER (climatology+persistence),12,173.29033980491496
AL012020,Persistence,24,499.86536776140713
AL012020,CLIPER (climatology+persistence),24,435.8316047432683
AL012020,Persistence,6,18.10509996911418
AL012020,CLIPER (climatology+persistence),6,31.909337463798035
AL012020,Persistence,12,76.44082909172897
AL012020,CLIPER (climatology+persistence),12,94.6400195123334
AL012020,Persistence,24,215.51127428514772
AL012020,CLIPER (climatology+persistence),24,237.00053294827632
AL012020,Persistence,6,42.79877007223033
AL012020,CLIPER (climatology+persistence),6,59.725808114168906
AL012020,Persistence,12,94.22197839135937
AL012020,CLIPER (climatology+persistence),12,123.81952380260658
AL012020,Persistence,6,9.250907396726074
AL012020,CLIPER (climatology+persistence),6,39.57116879460668
AL012020,Persistence,12,18.693345578137258
AL012020,CLIPER (climatology+persistence),12,79.17663492163163
AL012020,Persistence,6,7.900874738066842e-13
AL012020,CLIPER (climatology+persistence),6,38.62628922359732
AL022020,Persistence,6,100.36145362816573
AL022020,CLIPER (climatology+persistence),6,62.8786503952356
AL022020,Persistence,12,142.7132207744616
AL022020,CLIPER (climatology+persistence),12,67.32626527009957
AL022020,Persistence,24,107.07314142985636
AL022020,CLIPER (climatology+persistence),24,124.18784406213207
AL022020,Persistence,6,58.61210265871053
AL022020,CLIPER (climatology+persistence),6,66.95005278624201
AL022020,Persistence,12,165.16218110542184
AL022020,CLIPER (climatology+persistence),12,181.2966979217662
AL022020,Persistence,24,644.9915702406466
AL022020,CLIPER (climatology+persistence),24,654.8134951658382
AL022020,Persistence,6,48.089274101549414
AL022020,CLIPER (climatology+persistence),6,74.3204055819445
AL022020,Persistence,12,200.95362380073038
AL022020,CLIPER (climatology+persistence),12,244.12303499772284
AL022020,Persistence,6,112.61904783103198
AL022020,CLIPER (climatology+persistence),6,142.96739179331735
AL022020,Persistence,12,310.3847670494401
AL022020,CLIPER (climatology+persistence),12,357.46620225035076
AL022020,Persistence,6,101.96471686159268
AL022020,CLIPER (climatology+persistence),6,143.41416839032522
AL032020,Persistence,6,30.54413873801588
AL032020,CLIPER (climatology+persistence),6,32.4272414957318
AL032020,Persistence,12,76.34897949624644
AL032020,CLIPER (climatology+persistence),12,80.04198826090864
AL032020,Persistence,24,252.5748232525989
AL032020,CLIPER (climatology+persistence),24,257.5595407964452
AL032020,Persistence,48,630.3170851629178
AL032020,CLIPER (climatology+persistence),48,634.8688740585628
AL032020,Persistence,72,1079.326638072872
AL032020,CLIPER (climatology+persistence),72,1084.3538181641277
AL032020,Persistence,120,1566.767859196943
AL032020,CLIPER (climatology+persistence),120,1532.0464818732573
AL032020,Persistence,6,15.278777193656298
AL032020,CLIPER (climatology+persistence),6,26.36855996065753
AL032020,Persistence,12,68.76269903165044
AL032020,CLIPER (climatology+persistence),12,90.04527377607182
AL032020,Persistence,24,204.36134171215969
AL032020,CLIPER (climatology+persistence),24,240.01899946318989
AL032020,Persistence,48,488.3298485399676
AL032020,CLIPER (climatology+persistence),48,554.8719484408014
AL032020,Persistence,72,832.4069495430886
AL032020,CLIPER (climatology+persistence),72,921.6272214744807
AL032020,Persistence,120,1409.7896374048287
AL032020,CLIPER (climatology+persistence),120,1403.313389931639
AL032020,Persistence,6,38.546052899850395
AL032020,CLIPER (climatology+persistence),6,53.386731179703666
AL032020,Persistence,12,90.41218822790218
AL032020,CLIPER (climatology+persistence),12,117.04459037080896
AL032020,Persistence,24,202.58408273129155
AL032020,CLIPER (climatology+persistence),24,247.94724286733256
AL032020,Persistence,48,452.22041161971663
AL032020,CLIPER (climatology+persistence),48,544.2011918735695
AL032020,Persistence,72,760.1336539650674
AL032020,CLIPER (climatology+persistence),72,862.9435343625273
AL032020,Persistence,120,1502.2182772312462
AL032020,CLIPER (climatology+persistence),120,1450.0098929524495
AL032020,Persistence,6,23.791989907817968
AL032020,CLIPER (climatology+persistence),6,39.651417508740124
AL032020,Persistence,12,62.32555799020761
AL032020,CLIPER (climatology+persistence),12,88.01682786207182
AL032020,Persistence,24,122.80398992463022
AL032020,CLIPER (climatology+persistence),24,165.16808110116014
AL032020,Persistence,48,254.15328558985172
AL032020,CLIPER (climatology+persistence),48,379.1248199319712
AL032020,Persistence,72,607.1241955536377
AL032020,CLIPER (climatology+persistence),72,653.5552648465427
AL032020,Persistence,120,1716.2980839707657
AL032020,CLIPER (climatology+persistence),120,1488.8507438615159
AL032020,Persistence,6,15.309451550399713
AL032020,CLIPER (climatology+persistence),6,34.886850057903466
AL032020,Persistence,12,24.60702791374814
AL032020,CLIPER (climatology+persistence),12,59.45488473572911
AL032020,Persistence,24,39.475827658108194
AL032020,CLIPER (climatology+persistence),24,121.71385834077114
AL032020,Persistence,48,98.00016075404542
AL032020,CLIPER (climatology+persistence),48,308.6325043891813
AL032020,Persistence,72,489.73077282968706
AL032020,CLIPER (climatology+persistence),72,505.95466487921533
AL032020,Persistence,120,1558.3884991191412
AL032020,CLIPER (climatology+persistence),120,1329.1054832695243
AL032020,Persistence,6,10.526259364915859
AL032020,CLIPER (climatology+persistence),6,21.411653960928643
AL032020,Persistence,12,21.06499437085999
AL032020,CLIPER (climatology+persistence),12,42.82917008356444
AL032020,Persistence,24,39.47582765810786
AL032020,CLIPER (climatology+persistence),24,123.81933755131104
AL032020,Persistence,48,38.743995065083624
AL032020,CLIPER (climatology+persistence),48,280.96368059003674
AL032020,Persistence,72,478.2524847294249
AL032020,CLIPER (climatology+persistence),72,442.13002054448106
AL032020,Persistence,120,1387.2748598325174
AL032020,CLIPER (climatology+persistence),120,1166.0034592359925
AL032020,Persistence,6,1.548012893356091e-12
AL032020,CLIPER (climatology+persistence),6,27.509209408532175
AL032020,Persistence,12,15.322288231133959
AL032020,CLIPER (climatology+persistence),12,69.83894401380623
AL032020,Persistence,24,63.999038915070884
AL032020,CLIPER (climatology+persistence),24,168.4153205390727
AL032020,Persistence,48,152.5988158091919
AL032020,CLIPER (climatology+persistence),48,330.72307749143135
AL032020,Persistence,72,607.736570517301
AL032020,CLIPER (climatology+persistence),72,576.4923152754727
AL032020,Persistence,120,1445.8565224431266
AL032020,CLIPER (climatology+persistence),120,1270.7432308375699
AL032020,Persistence,6,15.322288231131324
AL032020,CLIPER (climatology+persistence),6,42.42111056807081
AL032020,Persistence,12,39.475827658105786
AL032020,CLIPER (climatology+persistence),12,91.81474699965386
AL032020,Persistence,24,85.12944925279707
AL032020,CLIPER (climatology+persistence),24,191.82859418036517
AL032020,Persistence,48,239.7096408275193
AL032020,CLIPER (climatology+persistence),48,346.98423383801463
AL032020,Persistence,72,715.3571537227342
AL032020,CLIPER (climatology+persistence),72,652.680961913731
AL032020,Persistence,120,1546.4417984234292
AL032020,CLIPER (climatology+persistence),120,1336.4757309632093
AL032020,Persistence,6,11.11949266445603
AL032020,CLIPER (climatology+persistence),6,39.041171317662545
AL032020,Persistence,12,22.23898532891206
AL032020,CLIPER (climatology+persistence),12,78.11991571523896
AL032020,Persistence,24,33.676856709443726
AL032020,CLIPER (climatology+persistence),24,161.13891879709388
AL032020,Persistence,48,435.6971845580452
AL032020,CLIPER (climatology+persistence),48,393.8157611257354
AL032020,Persistence,72,970.1335891435779
AL032020,CLIPER (climatology+persistence),72,802.7421211785698
AL032020,Persistence,120,1947.2665814347836
AL032020,CLIPER (climatology+persistence),120,1581.0262288916103
AL032020,Persistence,6,0.0
AL032020,CLIPER (climatology+persistence),6,33.9197354831914
AL032020,Persistence,12,15.359672317823051
AL032020,CLIPER (climatology+persistence),12,71.36126030643253
AL032020,Persistence,24,113.26134175510167
AL032020,CLIPER (climatology+persistence),24,162.85899124356428
AL032020,Persistence,48,689.4886992067312
AL032020,CLIPER (climatology+persistence),48,573.3608148773307
AL032020,Persistence,72,1248.1657201709688
AL032020,CLIPER (climatology+persistence),72,1029.3494036001978
AL032020,Persistence,120,2343.0173144363666
AL032020,CLIPER (climatology+persistence),120,1897.758664431081
AL032020,Persistence,6,15.359672317823051
AL032020,CLIPER (climatology+persistence),6,38.905688037004666
AL032020,Persistence,12,46.103215489083716
AL032020,CLIPER (climatology+persistence),12,86.56249253631748
AL032020,Persistence,24,220.62781193017202
AL032020,CLIPER (climatology+persistence),24,215.77723511974074
AL032020,Persistence,48,834.22568166698
AL032020,CLIPER (climatology+persistence),48,699.0278001423328
AL032020,Persistence,72,1404.1662862700084
AL032020,CLIPER (climatology+persistence),72,1179.2396019889197
AL032020,Persistence,120,2523.0555395394413
AL032020,CLIPER (climatology+persistence),120,2074.490300096203
AL032020,Persistence,6,15.363721119844755
AL032020,CLIPER (climatology+persistence),6,41.425535066856256
AL032020,Persistence,12,70.00358381721742
AL032020,CLIPER (climatology+persistence),12,88.28653215134784
AL032020,Persistence,24,300.4119209449029
AL032020,CLIPER (climatology+persistence),24,267.0456022757678
AL032020,Persistence,48,879.543967465153
AL032020,CLIPER (climatology+persistence),48,737.5722823875789
AL032020,Persistence,72,1431.9224312807994
AL032020,CLIPER (climatology+persistence),72,1214.3577058097915
AL032020,Persistence,120,2555.032622815593
AL032020,CLIPER (climatology+persistence),120,2121.925870283801
AL032020,Persistence,6,44.477970657822944
AL032020,CLIPER (climatology+persistence),6,45.595867318842096
AL032020,Persistence,12,133.85230565427014
AL032020,CLIPER (climatology+persistence),12,120.25429579415885
AL032020,Persistence,24,407.0078618016012
AL032020,CLIPER (climatology+persistence),24,350.9178159920388
AL032020,Persistence,48,929.6166330566144
AL032020,CLIPER (climatology+persistence),48,780.616496357845
AL032020,Persistence,72,1453.9483711598784
AL032020,CLIPER (climatology+persistence),72,1237.59960050525
AL032020,Persistence,120,2652.588336701314
AL032020,CLIPER (climatology+persistence),120,2236.928976896593
AL032020,Persistence,6,45.71228815824755
AL032020,CLIPER (climatology+persistence),6,49.77792414739955
AL032020,Persistence,12,126.31316415466986
AL032020,CLIPER (climatology+persistence),12,126.71780421004857
AL032020,Persistence,24,345.8175936827485
AL032020,CLIPER (climatology+persistence),24,321.4312948711059
AL032020,Persistence,48,679.6737483139782
AL032020,CLIPER (climatology+persistence),48,610.4838007119987
AL032020,Persistence,72,964.2338427362085
AL032020,CLIPER (climatology+persistence),72,864.8971494904252
AL032020,Persistence,120,2020.1387026746522
AL032020,CLIPER (climatology+persistence),120,1838.965871468057
AL032020,Persistence,6,34.96743440338371
AL032020,CLIPER (climatology+persistence),6,50.39722075114728
AL032020,Persistence,12,98.23971422452531
AL032020,CLIPER (climatology+persistence),12,116.50882378769151
AL032020,Persistence,24,216.59600320923147
AL032020,CLIPER (climatology+persistence),24,230.23594464116954
AL032020,Persistence,48,378.6266670938609
AL032020,CLIPER (climatology+persistence),48,404.74973334856645
AL032020,Persistence,72,455.50549918604474
AL032020,CLIPER (climatology+persistence),72,468.1506685641704
AL032020,Persistence,120,1257.8665051590049
AL032020,CLIPER (climatology+persistence),120,1375.9134255658626
AL032020,Persistence,6,30.452424563098784
AL032020,CLIPER (climatology+persistence),6,45.698702988634665
AL032020,Persistence,12,68.1399025264849
AL032020,CLIPER (climatology+persistence),12,90.63542413122703
AL032020,Persistence,24,116.81943207658287
AL032020,CLIPER (climatology+persistence),24,125.865113150985
AL032020,Persistence,48,163.5402772156821
AL032020,CLIPER (climatology+persistence),48,233.47585561728113
AL032020,Persistence,72,315.3930942030779
AL032020,CLIPER (climatology+persistence),72,165.68762488121513
AL032020,Persistence,120,662.2102516944417
AL032020,CLIPER (climatology+persistence),120,1072.0627901597588
AL032020,Persistence,6,10.309813885826035
AL032020,CLIPER (climatology+persistence),6,24.367343970759826
AL032020,Persistence,12,30.216145676039492
AL032020,CLIPER (climatology+persistence),12,30.46369501816951
AL032020,Persistence,24,93.93714607041372
AL032020,CLIPER (climatology+persistence),24,32.967832607617424
AL032020,Persistence,48,155.97221890022556
AL032020,CLIPER (climatology+persistence),48,18.901752206577445
AL032020,Persistence,72,416.5118574631227
AL032020,CLIPER (climatology+persistence),72,203.28047757577315
AL032020,Persistence,120,356.639084016461
AL032020,CLIPER (climatology+persistence),120,758.9879513201303
AL032020,Persistence,6,22.238985328911667
AL032020,CLIPER (climatology+persistence),6,3.769263595279908
AL032020,Persistence,12,55.59746332227937
AL032020,CLIPER (climatology+persistence),12,14.194079494836588
AL032020,Persistence,24,115.14602158791753
AL032020,CLIPER (climatology+persistence),24,28.682810090268383
AL032020,Persistence,48,273.11790969039464
AL032020,CLIPER (climatology+persistence),48,106.5932970367819
AL032020,Persistence,72,395.99730937277906
AL032020,CLIPER (climatology+persistence),72,172.10698008381485
AL032020,Persistence,120,665.2063135342386
AL032020,CLIPER (climatology+persistence),120,980.4850829320428
AL032020,Persistence,6,11.11949266445603
AL032020,CLIPER (climatology+persistence),6,5.426360793248482
AL032020,Persistence,12,24.41919434829174
AL032020,CLIPER (climatology+persistence),12,8.37077368896319
AL032020,Persistence,24,50.79176803442874
AL032020,CLIPER (climatology+persistence),24,60.46720188217413
AL032020,Persistence,48,164.32299267600908
AL032020,CLIPER (climatology+persistence),48,69.45876071298987
AL032020,Persistence,72,115.21505414870482
AL032020,CLIPER (climatology+persistence),72,146.802450588157
AL032020,Persistence,120,1201.2381859155626
AL032020,CLIPER (climatology+persistence),120,1436.06902873764
AL032020,Persistence,6,10.094024788096043
AL032020,CLIPER (climatology+persistence),6,13.377612072064982
AL032020,Persistence,12,32.03747479594338
AL032020,CLIPER (climatology+persistence),12,41.41219273050605
AL032020,Persistence,24,88.52150067813994
AL032020,CLIPER (climatology+persistence),24,116.19818145783682
AL032020,Persistence,48,67.44734317849743
AL032020,CLIPER (climatology+persistence),48,39.70434765981993
AL032020,Persistence,72,142.25925920241215
AL032020,CLIPER (climatology+persistence),72,286.55338637885046
AL032020,Persistence,120,1455.9694328746489
AL032020,CLIPER (climatology+persistence),120,1634.8856958534702
AL032020,Persistence,6,14.964940784838486
AL032020,CLIPER (climatology+persistence),6,24.705455083038935
AL032020,Persistence,12,38.82221150802145
AL032020,CLIPER (climatology+persistence),12,59.8015286557215
AL032020,Persistence,24,77.28642639128877
AL032020,CLIPER (climatology+persistence),24,119.41181465587974
AL032020,Persistence,48,127.23802662748389
AL032020,CLIPER (climatology+persistence),48,141.870118231343
AL032020,Persistence,72,315.9510158544043
AL032020,CLIPER (climatology+persistence),72,444.7192029840281
AL032020,Persistence,120,1364.3334060398217
AL032020,CLIPER (climatology+persistence),120,1569.78746307127
AL032020,Persistence,6,11.119492664455636
AL032020,CLIPER (climatology+persistence),6,26.300189965466764
AL032020,Persistence,12,22.238985328911667
AL032020,CLIPER (climatology+persistence),12,52.59675699375362
AL032020,Persistence,24,56.43266992499871
AL032020,CLIPER (climatology+persistence),24,4.747587496932004
AL032020,Persistence,48,270.0054229817397
AL032020,CLIPER (climatology+persistence),48,235.6693432730006
AL032020,Persistence,72,368.3845357768035
AL032020,CLIPER (climatology+persistence),72,508.8317173987161
AL032020,Persistence,120,1033.8747446617047
AL032020,CLIPER (climatology+persistence),120,1315.5184149744623
AL032020,Persistence,6,3.950437369033421e-13
AL032020,CLIPER (climatology+persistence),6,18.557049146618773
AL032020,Persistence,12,11.11949266445524
AL032020,CLIPER (climatology+persistence),12,26.110171596663392
AL032020,Persistence,24,169.2480248617335
AL032020,CLIPER (climatology+persistence),24,95.22130304651424
AL032020,Persistence,48,312.51308813203985
AL032020,CLIPER (climatology+persistence),48,249.91846423091354
AL032020,Persistence,72,324.2402985811385
AL032020,CLIPER (climatology+persistence),72,519.7161261150083
AL032020,Persistence,120,773.6774964306941
AL032020,CLIPER (climatology+persistence),120,1077.719225353067
AL032020,Persistence,6,11.11949266445603
AL032020,CLIPER (climatology+persistence),6,7.64303800937749
AL032020,Persistence,12,100.53997740857885
AL032020,CLIPER (climatology+persistence),12,63.456928867087285
AL032020,Persistence,24,225.68743721661153
AL032020,CLIPER (climatology+persistence),24,158.62996305526983
AL032020,Persistence,48,299.2144173046804
AL032020,CLIPER (climatology+persistence),48,265.62266833952947
AL032020,Persistence,72,425.3358305421531
AL032020,CLIPER (climatology+persistence),72,644.0302189825167
AL032020,Persistence,120,672.0254343593007
AL032020,CLIPER (climatology+persistence),120,928.1699785595322
AL032020,Persistence,6,78.43401404727429
AL032020,CLIPER (climatology+persistence),6,63.19391808561973
AL032020,Persistence,12,136.5004875338042
AL032020,CLIPER (climatology+persistence),12,106.09982109808746
AL032020,Persistence,24,244.5511328058815
AL032020,CLIPER (climatology+persistence),24,206.92513410330673
AL032020,Persistence,48,295.19381570877914
AL032020,CLIPER (climatology+persistence),48,347.3671672214158
AL032020,Persistence,72,729.0333487470474
AL032020,CLIPER (climatology+persistence),72,911.5302624790746
AL032020,Persistence,6,24.24589795638323
AL032020,CLIPER (climatology+persistence),6,17.34323761934767
AL032020,Persistence,12,109.376564377598
AL032020,CLIPER (climatology+persistence),12,99.22559051882217
AL032020,Persistence,24,338.41202699137807
AL032020,CLIPER (climatology+persistence),24,314.39835369719714
AL032020,Persistence,48,971.3576958088955
AL032020,CLIPER (climatology+persistence),48,907.0429969379637
AL032020,Persistence,72,1918.7288161887416
AL032020,CLIPER (climatology+persistence),72,1819.7737428661728
AL032020,Persistence,6,66.488475756102
AL032020,CLIPER (climatology+persistence),6,68.78014462095386
AL032020,Persistence,12,166.51166320223138
AL032020,CLIPER (climatology+persistence),12,170.24977764591546
AL032020,Persistence,24,315.2548328454038
AL032020,CLIPER (climatology+persistence),24,317.3981860497067
AL032020,Persistence,48,978.554151680184
AL032020,CLIPER (climatology+persistence),48,966.3020319215942
AL032020,Persistence,72,1892.1641304163868
AL032020,CLIPER (climatology+persistence),72,1861.7356901603287
AL032020,Persistence,6,38.36604377957637
AL032020,CLIPER (climatology+persistence),6,80.68822225614306
AL032020,Persistence,12,77.83644865119064
AL032020,CLIPER (climatology+persistence),12,134.15734634886272
AL032020,Persistence,24,247.91030039451667
AL032020,CLIPER (climatology+persistence),24,251.52828430585419
AL032020,Persistence,48,1060.4976291419364
AL032020,CLIPER (climatology+persistence),48,931.7678463818694
AL032020,Persistence,72,1936.948847683761
AL032020,CLIPER (climatology+persistence),72,1650.2950144914614
AL032020,Persistence,6,38.98503471883219
AL032020,CLIPER (climatology+persistence),6,31.503654111979138
AL032020,Persistence,12,115.47872972312491
AL032020,CLIPER (climatology+persistence),12,58.584449662901605
AL032020,Persistence,24,339.84410092181514
AL032020,CLIPER (climatology+persistence),24,265.3335793777478
AL032020,Persistence,48,1190.6548290264395
AL032020,CLIPER (climatology+persistence),48,1014.7990878689126
AL032020,Persistence,72,1832.7841245088107
AL032020,CLIPER (climatology+persistence),72,1507.2614348132265
AL032020,Persistence,6,38.451510166982565
AL032020,CLIPER (climatology+persistence),6,28.59901805011526
AL032020,Persistence,12,91.2641760690507
AL032020,CLIPER (climatology+persistence),12,89.30316894662108
AL032020,Persistence,24,350.80421226391144
AL032020,CLIPER (climatology+persistence),24,353.5008028165314
AL032020,Persistence,48,1165.6565479950414
AL032020,CLIPER (climatology+persistence),48,1079.611556338147
AL032020,Persistence,72,1452.8851147175822
AL032020,CLIPER (climatology+persistence),72,1232.6851350370061
AL032020,Persistence,6,33.35847799336651
AL032020,CLIPER (climatology+persistence),6,62.93562737268441
AL032020,Persistence,12,134.5982887648062
AL032020,CLIPER (climatology+persistence),12,178.9893057188827
AL032020,Persistence,24,383.3348127607132
AL032020,CLIPER (climatology+persistence),24,432.9032725995696
AL032020,Persistence,48,1096.7052760125684
AL032020,CLIPER (climatology+persistence),48,1087.7139507469376
AL032020,Persistence,72,1034.7746674386533
AL032020,CLIPER (climatology+persistence),72,902.7276281335288
AL032020,Persistence,6,68.99828776900333
AL032020,CLIPER (climatology+persistence),6,97.27496676060609
AL032020,Persistence,12,156.4828590181346
AL032020,CLIPER (climatology+persistence),12,203.06696664435438
AL032020,Persistence,24,409.25181790029205
AL032020,CLIPER (climatology+persistence),24,451.6705437855503
AL032020,Persistence,48,947.0479760416745
AL032020,CLIPER (climatology+persistence),48,932.6778878042693
AL032020,Persistence,72,978.4726452600194
AL032020,CLIPER (climatology+persistence),72,665.5686156429903
AL032020,Persistence,6,27.782503659788656
AL032020,CLIPER (climatology+persistence),6,60.3833617438022
AL032020,Persistence,12,92.88056067066536
AL032020,CLIPER (climatology+persistence),12,126.41259067301735
AL032020,Persistence,24,334.31021806698277
AL032020,CLIPER (climatology+persistence),24,359.14963541922185
AL032020,Persistence,48,753.3420624351476
AL032020,CLIPER (climatology+persistence),48,575.3318526894011
AL032020,Persistence,6,40.92507130600946
AL032020,CLIPER (climatology+persistence),6,41.975002931604706
AL032020,Persistence,12,126.40037154450634
AL032020,CLIPER (climatology+persistence),12,108.38439661282739
AL032020,Persistence,24,361.4427880147452
AL032020,CLIPER (climatology+persistence),24,303.9909792518206
AL032020,Persistence,48,798.2630041911679
AL032020,CLIPER (climatology+persistence),48,407.50427527401325
AL032020,Persistence,6,48.50867096914124
AL032020,CLIPER (climatology+persistence),6,57.452421298011785
AL032020,Persistence,12,125.06662512720176
AL032020,CLIPER (climatology+persistence),12,137.97404387277038
AL032020,Persistence,24,316.80699360227857
AL032020,CLIPER (climatology+persistence),24,280.1403959041042
AL032020,Persistence,48,892.4368242828668
AL032020,CLIPER (climatology+persistence),48,531.0383862507658
AL032020,Persistence,6,32.06704376203437
AL032020,CLIPER (climatology+persistence),6,59.68232011990892
AL032020,Persistence,12,86.12502595096703
AL032020,CLIPER (climatology+persistence),12,112.35319025211595
AL032020,Persistence,24,252.54342000165937
AL032020,CLIPER (climatology+persistence),24,107.85769394012773
AL032020,Persistence,48,1305.0816772504038
AL032020,CLIPER (climatology+persistence),48,955.5672048773285
AL032020,Persistence,6,36.2677436730657
AL032020,CLIPER (climatology+persistence),6,37.97250762807489
AL032020,Persistence,12,112.15285144645772
AL032020,CLIPER (climatology+persistence),12,66.75100540898191
AL032020,Persistence,24,479.63536841876873
AL032020,CLIPER (climatology+persistence),24,287.2118497292711
AL032020,Persistence,6,46.54659442493926
AL032020,CLIPER (climatology+persistence),6,20.84621123601829
AL032020,Persistence,12,194.603074988785
AL032020,CLIPER (climatology+persistence),12,110.3686429355507
AL032020,Persistence,24,667.5110114225845
AL032020,CLIPER (climatology+persistence),24,505.60647388309604
AL032020,Persistence,6,124.07736294833259
AL032020,CLIPER (climatology+persistence),6,125.72632093677298
AL032020,Persistence,12,313.53033552603233
AL032020,CLIPER (climatology+persistence),12,314.04865897021085
AL032020,Persistence,24,787.2313435243161
AL032020,CLIPER (climatology+persistence),24,778.5873260112497
AL032020,Persistence,6,68.33447271894627
AL032020,CLIPER (climatology+persistence),6,107.09553082919992
AL032020,Persistence,12,171.013342680192
AL032020,CLIPER (climatology+persistence),12,244.01807351298356
AL032020,Persistence,24,518.424378066509
AL032020,CLIPER (climatology+persistence),24,646.5493577840177
AL032020,Persistence,6,35.87979176023812
AL032020,CLIPER (climatology+persistence),6,92.19681568231765
AL032020,Persistence,12,107.5695362579396
AL032020,CLIPER (climatology+persistence),12,216.27086446188252
AL032020,Persistence,6,35.89129329358231
AL032020,CLIPER (climatology+persistence),6,102.01066139209112
AL032020,Persistence,12,148.34802815792335
