model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
DCRNN (past + ERA5),89.51518373300775,-62.51958685378468,25.35489658270897,1.0,1.0,269.9626583774072,-253.05069974737657,84.52324202606165,1.0,1.0,335.05275221799343,-301.9699556286237,-36.99590355388871,1.0,1.0,736.5546283888638,-726.1605767056956,5.796104440396359,1.0,1.0,1.2
