marker,estimator,horizon_h,mean_absolute_error,ci95_low,ci95_high,verifying_cases,cyclones
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,Deterministic mean-track,24,57574.427990373064,32286.25195613479,81541.00856444944,201,13
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,Deterministic mean-track,48,80488.1962586594,32935.61753911613,139029.96322582258,168,13
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,Deterministic mean-track,72,80454.21987155204,38780.486400111826,129882.99237766457,133,11
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,P90 envelope,24,990938.7321267626,590383.6308697514,1371294.0826589686,201,13
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,P90 envelope,48,1615675.3498116678,927095.2539452789,2329453.3851524587,168,13
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,P90 envelope,72,2376482.8523183735,1408054.3320634202,3463953.714322169,133,11
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,Ensemble probability-weighted,24,53615.45730497099,30547.694548117408,76130.71530312682,201,13
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,Ensemble probability-weighted,48,54577.05366452074,30778.586752281903,76945.73954974003,168,13
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,Ensemble probability-weighted,72,57132.09609319292,32153.884072414483,81924.59968693765,133,11
