marker,horizon_h,improvement_vs_deterministic_percent,improvement_vs_p90_percent,det_vs_ens_holm_p,det_vs_ens_significant,p90_vs_ens_holm_p,p90_vs_ens_significant
REAL_HUMANITARIAN_GEOSPATIAL_DATA,6,-38.44977232660598,97.21963910934713,1.0,False,0.050620321262678646,False
REAL_HUMANITARIAN_GEOSPATIAL_DATA,12,-2.965391081501661,97.64101951611401,1.0,False,0.050620321262678646,False
REAL_HUMANITARIAN_GEOSPATIAL_DATA,24,-18.739422939989108,97.64761523016335,1.0,False,0.040147417390210584,True
REAL_HUMANITARIAN_GEOSPATIAL_DATA,48,20.716815403519817,98.76990991558104,1.0,False,0.040147417390210584,True
REAL_HUMANITARIAN_GEOSPATIAL_DATA,72,51.46801941408431,99.48664632114318,1.0,False,0.050620321262678646,False
REAL_HUMANITARIAN_GEOSPATIAL_DATA,96,-102.07049779321771,99.67116273561663,0.5573516453022318,False,0.05380055838649284,False
