model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
GNO+DynGNN (prob),119.69047087767073,-5.7239283045094105,65.09782365333427,1.0,1.0,156.3530080531328,-125.87210259189617,34.50116842732991,1.0,1.0,322.8949508926526,-149.80096824568943,127.55893620464492,1.0,1.0,598.0798996918508,-559.1534536193432,-50.79805112704467,1.0,1.0,1.0
