model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
LSTM (past + ERA5),83.44530375892184,-19.45380744358703,-7.283507660017531,1.0,1.0,286.148968300213,-263.4378948395673,-97.5745061027017,1.0,1.0,442.5754081279187,-439.22344350051856,42.93666644752145,1.0,1.0,873.9942356851919,-872.9540036063287,25.47994413379557,1.0,1.0,1.2
