model,track_km_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_6h,cone_cov90_6h,track_km_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_12h,cone_cov90_12h,track_km_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_24h,cone_cov90_24h,track_km_48h,along_err_km_48h,cross_err_km_48h,cone_cov50_48h,cone_cov90_48h,landfall_time_err_hours
Transformer (past + ERA5),170.139731073423,67.94853798439664,38.986281889685706,1.0,1.0,211.68932956793267,-125.3328445870082,126.16722789625094,1.0,1.0,381.7980278140106,-355.564910481885,-113.52055043609631,1.0,1.0,611.5120236392843,-555.2084620867001,-169.50554407296693,1.0,1.0,1.0
