model,track_km_6h,track_km_12h,track_km_24h,track_km_48h,landfall_time_err_hours,cone_cov50_6h,cone_cov90_6h,along_err_km_6h,cross_err_km_6h,cone_cov50_12h,cone_cov90_12h,along_err_km_12h,cross_err_km_12h,cone_cov50_24h,cone_cov90_24h,along_err_km_24h,cross_err_km_24h,cone_cov50_48h,cone_cov90_48h,along_err_km_48h,cross_err_km_48h
Persistence,29.247350592471737,72.84206292342384,197.0405014039791,527.7271271072269,2.4,,,,,,,,,,,,,,,,
