epoch,total,L_data,L_phys,R_adv,R_diff,R_mass,R_wp,R_cont,R_nrg,lr
1,38.58724433463067,37.42371845245361,2.7856323861827454,6.917758429381138e-05,0.014683406665426446,8.035806968109682e-05,0.0007916932183320569,0.00012443818438138501,0.012739174931994057,0.0004
2,32.074751223592706,30.68285882472992,2.732225230584542,6.910745027729111e-05,0.014219746137920689,8.238369650825916e-05,0.000686566849689522,0.0002306469911369883,0.012721227457708059,0.0006
3,22.639496022401243,20.898219048976898,2.822591131863495,6.917534508469696e-05,0.013667520285404558,0.00010996899050041975,0.0005931547586897068,0.00082112981423658,0.012780255932132908,0.0008
4,13.67187014570906,11.220524651308855,3.0603152314821878,6.95950673872403e-05,0.013393199410226467,0.00011703713846600294,0.0005048534623786812,0.0017727140002534725,0.012926781659492311,0.001
5,8.05321185055891,4.706131788591544,3.3451738841831684,7.020785149336461e-05,0.01306606686982074,7.724196863515924e-05,0.00036627053924576103,0.002973577746161027,0.013133832918053182,0.001
6,5.724147173978508,2.2552603551497064,3.467626132071018,7.054055341863356e-05,0.012369728755099155,6.287446408729618e-05,0.00033150164799167214,0.0037481975074721654,0.01326526135411162,0.0009891830623632338
7,5.023439096108707,1.6740217326829832,3.3484045217434564,7.072661603994372e-05,0.0108599829357748,5.886876061822477e-05,0.00033153271598015027,0.0041045730298113385,0.013314221323829164,0.0009572050015330874
8,4.6197098264977585,1.4460505700359743,3.1727948846916356,7.078239157939e-05,0.009323488627463425,5.846158167817824e-05,0.00031391558837867706,0.004294056279225818,0.013339804463309216,0.000905463412215599
9,4.340462393712187,1.3272395605842273,3.012363711372018,7.080350190354541e-05,0.007928331519603185,5.667628014786411e-05,0.0003151023009687985,0.00445763301710637,0.01334382594541239,0.0008362196501476348
10,4.11628713516878,1.2135093448062737,2.9019737063596645,7.08068211755138e-05,0.006993503681466488,5.5035922059687437e-05,0.0003014248908546809,0.004565182828325002,0.013347558311579633,0.0007524999999999999
11,3.9434074123505525,1.1664108087619145,2.7762657925486565,7.079706832276618e-05,0.005943455853412161,5.5106499511718234e-05,0.00030264236970841313,0.004670408149346865,0.013348584435031322,0.000657963412215599
12,3.7690652598748784,1.0804574203987916,2.687903579324484,7.082110120866976e-05,0.005229571711121632,5.394221382933514e-05,0.00029403658741481803,0.004738963296404108,0.013341478902778666,0.0005567415893174885
13,3.653444514317774,1.0307565204178293,2.621993763372302,7.08221281418749e-05,0.004619358634954551,5.30886592571278e-05,0.0002920440367593831,0.004824658525952448,0.013357086194749476,0.0004532584106825116
14,3.5730821915750917,0.9879654174049696,2.584472065170606,7.083601885919204e-05,0.004315886431262091,5.294262060336526e-05,0.0002950137149468901,0.004850991392837993,0.013346867205351979,0.0003520365877844011
15,3.4850572189084232,0.9464426583920916,2.537986690799395,7.083822868973282e-05,0.003925615317105742,5.300359333659799e-05,0.00028953837253690534,0.004893471634810946,0.013350653770127488,0.00025750000000000013
16,3.4268263106772188,0.9148453402643403,2.5113688396910825,7.083140490256785e-05,0.0036811142208534875,5.278716496566934e-05,0.00028373403206198117,0.004929696932473841,0.013354898380688004,0.00017378034985236535
17,3.3782744921942744,0.8887868678818146,2.488886513436834,7.083562271266904e-05,0.003521970399257649,5.271264190772248e-05,0.00028274144360314796,0.004935683892351032,0.013347003180266862,0.00010453658778440106
18,3.3415110591572557,0.8681784393265843,2.472747672970096,7.084904843187208e-05,0.003387167972202102,5.2393295826883936e-05,0.00027721496894628217,0.004951783126064886,0.013352752939984688,5.279499846691252e-05
19,3.3160135190975475,0.8530538020034631,2.462383205691973,7.08457364263874e-05,0.00330433530840916,5.231754329315663e-05,0.0002811182005757473,0.004956611532785852,0.013354424201679649,2.081693763676618e-05
20,3.303492429629235,0.8453384454672536,2.457580447817842,7.08479738686189e-05,0.003248428840076182,5.2407796270396524e-05,0.0002778162649406113,0.0049698437906045,0.013357126964971636,1e-05
